,word,freq
1012,материя,2219
1013,овца,2214
1014,навои,2214
1015,похвала,2206
1016,изба,2206
1017,шрифт,2206
1018,подвижный,2198
1019,приоритетный,2197
1020,заря,2192
1021,матрица,2187
1022,инновационный,2186
1023,стыд,2183
1024,календарный,2182
1025,креативный,2180
1026,новостной,2179
1027,динамичный,2171
1028,звучащий,2169
1029,че,2163
1030,неоднородность,2163
1031,постмодернизм,2163
1032,смещение,2159
1033,пограничный,2158
1034,запятая,2157
1035,гибридный,2157
1036,конструкт,2156
1037,бабкин,2155
1038,углубление,2146
1039,пародия,2140
1040,титул,2137
1041,холод,2136
1042,взаимопонимание,2135
1043,парадоксальный,2133
1044,господь,2132
1045,достоверный,2132
1046,ля,2131
1047,як,2129
1048,подбор,2127
1049,специализация,2125
1050,сводный,2125
1051,литературовед,2122
1052,охват,2121
1053,пейзаж,2121
1054,гусейнов,2117
1055,профессионализм,2116
1056,будаев,2116
1057,плоскость,2115
1058,иисус,2115
1059,пк,2107
1060,выпадение,2105
1061,пробел,2104
1062,воин,2104
1063,предшественник,2101
1064,преемственность,2099
1065,чуждый,2097
1066,обилие,2096
1067,омский,2095
1068,парной,2090
1069,мировоззренческий,2088
1070,ясность,2087
1071,восходящий,2087
1072,леви,2085
1073,установленный,2082
1074,пиотровский,2081
1075,редактирование,2081
1076,приемлемый,2080
1077,немногочисленный,2080
1078,кубанский,2078
1079,течь,2077
1080,каменский,2077
1081,божество,2076
1082,углубленный,2072
1083,протяженность,2069
1084,мудрый,2068
1085,ток,2066
1086,малов,2064
1087,горизонтальный,2064
1088,км,2062
1089,латынь,2060
1090,архивный,2058
1091,реализм,2057
1092,упрощение,2056
1093,кызыл,2053
1094,полемика,2047
1095,пауль,2046
1096,изречение,2040
1097,дружеский,2040
1098,изолированный,2040
1099,ор,2036
1100,ручей,2033
1101,грек,2032
1102,гридин,2029
1103,подверженный,2022
1104,чат,2022
1105,милославский,2008
1106,отечество,2005
1107,затруднение,2003
1108,ослабление,2000
1109,назаров,2000
1110,лишенный,1995
1111,дым,1993
1112,долгота,1992
1113,непонимание,1991
1114,наложение,1986
1115,новелла,1981
1116,неверный,1977
1117,доминирование,1977
1118,распространенность,1976
1119,свое,1974
1120,творение,1972
1121,притча,1969
1122,коэффициент,1969
1123,распространитель,1968
1124,узы,1967
1125,брюсов,1965
1126,повторяемость,1964
1127,намек,1961
1128,эволюционный,1959
1129,перечисление,1958
1130,заполнение,1956
1131,замещение,1952
1132,напряженность,1951
1133,охотник,1949
1134,наглядный,1949
1135,ковалева,1945
1136,статусный,1944
1137,верификация,1943
1138,грант,1941
1139,колорит,1940
1140,юность,1940
1141,потомок,1937
1142,аксаков,1935
1143,индикатор,1935
1144,регулярность,1935
1145,француз,1931
1146,пророк,1931
1147,авто,1930
1148,магический,1929
1149,модуль,1929
1150,многократный,1927
1151,повторный,1927
1152,творец,1924
1153,маркелов,1924
1154,вор,1920
1155,баш,1920
1156,лик,1919
1157,шапка,1918
1158,манифестация,1918
1159,берестяной,1917
1160,луг,1916
1161,прима,1916
1162,ландшафт,1915
1163,албанский,1914
1164,николаевич,1910
1165,осипов,1909
1166,костюм,1907
1167,вежливый,1905
1168,ивановна,1902
1169,государь,1902
1170,резюме,1901
1171,беликов,1901
1172,связующий,1900
1173,дурак,1894
1174,аннотация,1894
1175,посредник,1890
1176,неформальный,1889
1177,эта,1887
1178,розин,1887
1179,отправитель,1885
1180,сладкий,1884
1181,извинение,1883
1182,мюллер,1882
1183,ограниченность,1873
1184,дуб,1869
1185,нрав,1869
1186,нерешенный,1866
1187,никифоров,1863
1188,вычислительный,1860
1189,тональный,1859
1190,балашов,1857
1191,сара,1855
1192,ненависть,1854
1193,абхазский,1854
1194,интуиция,1853
1195,эстонский,1852
1196,красноречие,1850
1197,исчерпывающий,1849
1198,кан,1848
1199,хак,1845
1200,фролова,1845
1201,одиночество,1842
1202,первобытный,1841
1203,зимин,1839
1204,змея,1838
1205,склонность,1831
1206,купец,1825
1207,почерк,1824
1208,акимова,1824
1209,парламентский,1823
1210,широта,1822
1211,преображенский,1822
1212,избыточный,1821
1213,развивающийся,1820
1214,субкультура,1818
1215,издатель,1816
1216,нормализация,1815
1217,немаловажный,1812
1218,гипотетический,1812
1219,сенсорный,1811
1220,произвольный,1810
1221,однотипный,1807
1222,кожина,1807
1223,мп,1806
1224,общенациональный,1805
1225,курган,1797
1226,убор,1797
1227,вербицкая,1797
1228,отдаленный,1791
1229,мотивировка,1789
1230,узбек,1789
1231,цельный,1787
1232,битва,1786
1233,маркетинг,1786
1234,латышев,1785
1235,уменьшение,1784
1236,замкнутый,1783
1237,близкие,1780
1238,прогнозирование,1778
1239,паустовский,1774
1240,пир,1773
1241,бук,1773
1242,интенсификация,1773
1243,бер,1772
1244,многоуровневый,1772
1245,болотов,1771
1246,сосуществование,1769
1247,шаблон,1769
1248,россиянин,1768
1249,гагаузский,1763
1250,идейный,1762
1251,вой,1762
1252,обособление,1762
1253,плодотворный,1760
1254,оскорбление,1760
1255,пение,1757
1256,успешность,1757
1257,двусторонний,1756
1258,коррекция,1756
1259,открытость,1755
1260,лен,1753
1261,сено,1752
1262,ярус,1748
1263,замятин,1748
1264,достояние,1747
1265,биографический,1746
1266,последователь,1744
1267,выдвижение,1742
1268,ислам,1740
1269,заглавный,1739
1270,бабаева,1739
1271,усложнение,1737
1272,противоречивость,1736
1273,прощание,1735
1274,тишина,1731
1275,дядя,1730
1276,поверье,1729
1277,соболева,1728
1278,морда,1726
1279,мимика,1724
1280,македонский,1724
1281,расширенный,1723
1282,богородица,1723
1283,древо,1717
1284,тесто,1717
1285,равноправный,1714
1286,дифференцированный,1713
1287,миграция,1707
1288,шапиро,1706
1289,таз,1705
1290,юбилейный,1704
1291,демонстрация,1700
1292,реалистический,1699
1293,крюкова,1699
1294,богатырь,1696
1295,баранова,1694
1296,незнакомый,1692
1297,ибрагимов,1691
1298,органический,1688
1299,песнь,1687
1300,мартина,1687
1301,финальный,1686
1302,прокопович,1685
1303,одобрение,1685
1304,синодальный,1681
1305,расшифровка,1678
1306,грот,1677
1307,каша,1676
1308,классный,1676
1309,китаец,1674
1310,воссоздание,1673
1311,певец,1667
1312,пропуск,1666
1313,оппонент,1665
1314,наумов,1665
1315,любовный,1665
1316,подвиг,1664
1317,шумный,1664
1318,итоговый,1664
1319,телесный,1664
1320,баженов,1662
1321,ольшанский,1662
1322,ибрагимова,1659
1323,иврит,1659
1324,аксенов,1659
1325,мыслящий,1653
1326,конвенция,1653
1327,ровный,1650
1328,планирование,1649
1329,насекомое,1648
1330,сопряженный,1648
1331,модный,1646
1332,промежуток,1646
1333,проводник,1641
1334,предпочтительный,1638
1335,ретроспективный,1637
1336,сан,1634
1337,панченко,1634
1338,лозунг,1632
1339,путин,1632
1340,экспансия,1631
1341,штерн,1628
1342,софа,1625
1343,молодость,1623
1344,рациональность,1620
1345,ягода,1612
1346,документация,1611
1347,ввод,1609
1348,гришаев,1609
1349,оболочка,1608
1350,называние,1605
1351,ос,1604
1352,динамичность,1604
1353,бедность,1602
1354,уникальность,1602
1355,одноименный,1602
1356,лоб,1598
1357,кв,1596
1358,неживой,1593
1359,приращение,1592
1360,туман,1591
1361,коса,1591
1362,муха,1591
1363,сосуд,1590
1364,маргинальный,1590
1365,зарождение,1589
1366,приближение,1589
1367,бернштейн,1583
1368,бек,1579
1369,благов,1579
1370,старость,1578
1371,монах,1578
1372,инструментарий,1578
1373,сага,1577
1374,приход,1576
1375,широков,1576
1376,исчисление,1574
1377,констатация,1572
1378,крик,1571
1379,тактильный,1570
1380,буря,1569
1381,гиппиус,1569
1382,могила,1568
1383,петух,1566
1384,бобров,1566
1385,известность,1565
1386,прокофьев,1565
1387,сопоставимый,1565
1388,контрастный,1565
1389,клименко,1564
1390,журналистский,1561
1391,дискретный,1559
1392,правитель,1558
1393,мемуары,1557
1394,лавров,1555
1395,муза,1554
1396,туризм,1553
1397,неповторимый,1551
1398,чан,1550
1399,исаева,1550
1400,сулейманов,1549
1401,мусульманский,1547
1402,жуковская,1544
1403,медников,1542
1404,рыбаков,1540
1405,координация,1540
1406,дурново,1538
1407,мыслитель,1537
1408,словенский,1534
1409,португальский,1534
1410,муравей,1533
1411,сыр,1532
1412,оренбург,1532
1413,кп,1532
1414,цифровой,1531
1415,гордость,1530
1416,стрела,1530
1417,условность,1529
1418,воскресение,1528
1419,турок,1528
1420,патриарх,1527
1421,бюллетень,1527
1422,недостаточность,1526
1423,яркость,1526
1424,неточность,1526
1425,хронология,1526
1426,связанность,1524
1427,скандинавский,1520
1428,удельный,1519
1429,порядковый,1518
1430,законченный,1516
1431,жених,1516
1432,многогранный,1515
1433,комментирование,1513
1434,культуролог,1512
1435,гроза,1511
1436,драматург,1510
1437,осознанный,1510
1438,новация,1510
1439,практик,1509
1440,плотность,1509
1441,трехмерный,1509
1442,документальный,1508
1443,панова,1506
1444,портал,1505
1445,молдавский,1505
1446,волеизъявление,1504
1447,романтизм,1500
1448,любопытный,1500
1449,правка,1499
1450,сценический,1499
1451,автоматизированный,1494
1452,докладчик,1493
1453,зубова,1492
1454,баскский,1488
1455,тройка,1488
1456,попова,1487
1457,равенство,1485
1458,разносторонний,1483
1459,поля,1483
1460,золотова,1483
1461,пчела,1482
1462,бокарев,1482
1463,оговорка,1481
1464,латышский,1481
1465,постмодернистский,1480
1466,системообразующий,1476
1467,исхаков,1475
1468,ляпин,1474
1469,орда,1473
1470,емкость,1471
1471,меч,1471
1472,призванный,1469
1473,репортаж,1469
1474,эс,1465
1475,приключение,1460
1476,табу,1459
1477,ремесло,1456
1478,печальный,1455
1479,сопутствующий,1453
1480,лак,1453
1481,осложнение,1452
1482,подражание,1451
1483,отправной,1451
1484,приблизительный,1448
1485,этнограф,1448
1486,биология,1445
1487,седой,1441
1488,весенний,1440
1489,обещание,1438
1490,диагностика,1438
1491,отпечаток,1437
1492,орджоникидзе,1437
1493,нежелательный,1436
1494,рай,1436
1495,наст,1436
1496,нева,1435
1497,снятие,1435
1498,магия,1434
1499,ярлык,1432
1500,васильевна,1432
1501,флора,1427
1502,детализация,1425
1503,вышеуказанный,1425
1504,колокол,1421
1505,петрович,1421
1506,гол,1421
1507,одиночный,1414
1508,слуга,1412
1509,лов,1411
1510,лекарственный,1409
1511,гц,1407
1512,эльбрус,1406
1513,брачный,1405
1514,корреспонденция,1405
1515,обязательность,1405
1516,вечность,1404
1517,кг,1404
1518,нюанс,1403
1519,изменчивость,1402
1520,физиология,1402
1521,семенюк,1402
1522,саха,1400
1523,элегия,1399
1524,перепись,1397
1525,литератор,1396
1526,приспособление,1396
1527,марксизм,1396
1528,насыщенный,1395
1529,хождение,1394
1530,изначальный,1392
1531,социализация,1391
1532,скрепа,1388
1533,заселение,1388
1534,намеренный,1387
1535,фиксированный,1386
1536,нестеров,1380
1537,удаление,1380
1538,аутентичный,1380
1539,цыганский,1379
1540,кельтский,1379
1541,упрек,1377
1542,путешественник,1376
1543,контент,1375
1544,регуляция,1374
1545,радченко,1371
1546,обследование,1367
1547,жидкость,1367
1548,многонациональный,1366
1549,ипостась,1366
1550,эмигрант,1365
1551,старец,1364
1552,предназначение,1364
1553,начертание,1363
1554,сбой,1363
1555,пустота,1361
1556,обида,1360
1557,кардинальный,1360
1558,датировка,1360
1559,нечаев,1360
1560,химия,1357
1561,датский,1357
1562,артемов,1355
1563,уклад,1354
1564,допущение,1352
1565,мягкость,1352
1566,австралийский,1352
1567,взаимозависимость,1352
1568,нетривиальный,1352
1569,ирландский,1352
1570,старуха,1349
1571,туча,1347
1572,подвижность,1346
1573,категорический,1345
1574,результативность,1345
1575,пьяный,1344
1576,ао,1344
1577,анисимов,1337
1578,пересказ,1336
1579,самобытность,1334
1580,концентрация,1329
1581,емельянов,1329
1582,алисов,1329
1583,кривой,1328
1584,заблуждение,1325
1585,петрухин,1324
1586,собирание,1322
1587,карамазов,1321
1588,михайловна,1319
1589,самооценка,1319
1590,внимательный,1317
1591,сапог,1316
1592,кодовый,1316
1593,расселение,1315
1594,трофимова,1315
1595,малочисленный,1312
1596,деструктивный,1312
1597,грязь,1311
1598,немотивированный,1311
1599,пишущий,1310
1600,рядовой,1308
1601,гибкий,1307
1602,общеизвестный,1304
1603,местоположение,1304
1604,свинья,1300
1605,жданова,1296
1606,титов,1296
1607,анатольевна,1296
1608,маркировка,1295
1609,грамотность,1294
1610,оппозиционный,1294
1611,оный,1293
1612,жестокий,1293
1613,хранитель,1292
1614,стержневой,1291
1615,анонимный,1290
1616,глупость,1288
1617,корректный,1287
1618,тоталитарный,1285
1619,деревенский,1284
1620,восторг,1283
1621,астраханский,1280
1622,харьковский,1279
1623,музыкант,1278
1624,юрьевна,1278
1625,ции,1276
1626,сталин,1274
1627,коза,1273
1628,епископ,1273
1629,графика,1272
1630,гудков,1271
1631,бесспорный,1270
1632,володина,1270
1633,худяков,1269
1634,влах,1266
1635,гимн,1264
1636,остроумие,1264
1637,евангельский,1260
1638,одинокий,1259
1639,туристический,1259
1640,емкий,1257
1641,трилогия,1257
1642,гете,1256
1643,франк,1256
1644,удвоение,1255
1645,крючок,1253
1646,москвич,1252
1647,основатель,1251
1648,сквозной,1250
1649,доцент,1247
1650,расцвет,1247
1651,новаторство,1247
1652,разъяснение,1244
1653,самоорганизация,1244
1654,богданова,1243
1655,добродетель,1242
1656,незавершенность,1242
1657,теленок,1240
1658,чаша,1240
1659,дубровский,1239
1660,ограничительный,1238
1661,зависть,1236
1662,рыбак,1235
1663,былой,1234
1664,простор,1233
1665,смягчение,1233
1666,саидов,1233
1667,крещение,1233
1668,ерофеева,1233
1669,булгар,1232
1670,верность,1231
1671,пирог,1230
1672,самобытный,1230
1673,полуостров,1230
1674,предписание,1230
1675,финн,1229
1676,действенный,1229
1677,комбинированный,1229
1678,ель,1228
1679,нисходящий,1228
1680,монета,1224
1681,осенний,1223
1682,делопроизводство,1223
1683,гимназия,1222
1684,социолог,1220
1685,путеводитель,1217
1686,младенец,1216
1687,сомнительный,1216
1688,коваленко,1213
1689,водка,1212
1690,лань,1210
1691,аномальный,1209
1692,ширшов,1209
1693,слепой,1208
1694,горло,1207
1695,костер,1207
1696,волевой,1206
1697,общепризнанный,1206
1698,отклик,1205
1699,кун,1205
1700,славный,1204
1701,удобство,1204
1702,фантастика,1204
1703,направленный,1204
1704,талантливый,1203
1705,продолжительность,1201
1706,аудитор,1201
1707,публика,1200
1708,межэтнический,1200
1709,диаграмма,1198
1710,капитан,1197
1711,щербаков,1196
1712,взор,1195
1713,палка,1195
1714,юрченко,1195
1715,гром,1194
1716,кличка,1193
1717,плач,1193
1718,имитация,1192
1719,гроб,1191
1720,теоретик,1190
1721,автоматизация,1190
1722,стадо,1189
1723,вознесенский,1188
1724,грусть,1187
1725,коран,1185
1726,ют,1185
1727,красильников,1185
1728,шапошников,1185
1729,дубровина,1184
1730,могучий,1183
1731,назарян,1183
1732,земледелие,1182
1733,газизов,1182
1734,жукова,1182
1735,анализатор,1182
1736,исповедь,1181
1737,ветка,1180
1738,муравьев,1180
1739,метаморфоза,1180
1740,горожанин,1179
1741,господствующий,1179
1742,дуализм,1178
1743,информирование,1178
1744,излишний,1177
1745,переименование,1177
1746,программирование,1177
1747,мнимый,1176
1748,фауна,1176
1749,сосна,1176
1750,вытеснение,1176
1751,тит,1176
1752,бд,1175
1753,публицист,1174
1754,русс,1172
1755,базис,1172
1756,герасимова,1171
1757,эталонный,1171
1758,вокальный,1168
1759,платок,1167
1760,рубашка,1166
1761,яд,1166
1762,строевой,1165
1763,писательский,1165
1764,искренность,1165
1765,посылка,1165
1766,усовершенствование,1163
1767,тор,1163
1768,виноград,1163
1769,индийский,1160
1770,логичный,1160
1771,загадочный,1159
1772,грязный,1158
1773,отрыв,1157
1774,гарипов,1157
1775,романс,1156
1776,пик,1156
1777,эн,1156
1778,молчанова,1156
1779,президентский,1155
1780,серб,1152
1781,компактный,1152
1782,мишень,1150
1783,воровской,1150
1784,осипова,1150
1785,мех,1149
1786,пестрый,1148
1787,импульс,1148
1788,наставление,1147
1789,стругацкий,1146
1790,неограниченный,1145
1791,экзотический,1144
1792,кустарник,1144
1793,невидимый,1143
1794,булыгина,1143
1795,рецензент,1142
1796,норвежский,1141
1797,демократизация,1140
1798,байрамова,1140
1799,неточный,1139
1800,фоменко,1138
1801,коновалов,1138
1802,матвеева,1138
1803,кай,1136
1804,проклятие,1135
1805,повседневность,1135
1806,превосходный,1134
1807,презумпция,1134
1808,родник,1133
1809,раздельный,1133
1810,внук,1130
1811,придание,1130
1812,благополучие,1130
1813,примечательный,1129
1814,венец,1129
1815,компетентность,1129
1816,носовой,1128
1817,агитационный,1128
1818,находка,1127
1819,брань,1127
1820,острота,1126
1821,преступник,1125
1822,интрига,1125
1823,пастух,1125
1824,шмидт,1124
1825,мета,1124
1826,родионов,1124
1827,возрастание,1122
1828,ванна,1120
1829,мор,1118
1830,зад,1118
1831,деформация,1117
1832,англосаксонский,1116
1833,дурной,1115
1834,композитный,1115
1835,межрегиональный,1115
1836,фа,1114
1837,рана,1113
1838,двадцатый,1113
1839,обладатель,1112
1840,файл,1112
1841,восхищение,1111
1842,громов,1111
1843,контейнер,1109
1844,эвм,1109
1845,тираж,1107
1846,мг,1106
1847,понижение,1105
1848,хана,1105
1849,местонахождение,1104
1850,богослужение,1104
1851,вымышленный,1102
1852,краснов,1102
1853,сословие,1100
1854,осуждение,1100
1855,пономарев,1097
1856,пересмотр,1096
1857,искренний,1095
1858,мышь,1095
1859,безусловный,1094
1860,дубовский,1094
1861,овраг,1093
1862,образцовый,1092
1863,подвид,1092
1864,девица,1091
1865,стоящий,1091
1866,переселенец,1091
1867,равновесие,1091
1868,деяние,1090
1869,каренина,1089
1870,гений,1088
1871,соприкосновение,1088
1872,еврей,1087
1873,востоковед,1086
1874,незнание,1084
1875,болгарин,1082
1876,троянский,1082
1877,аристов,1082
1878,феоктистов,1082
1879,мироощущение,1081
1880,смелый,1080
1881,односторонний,1079
1882,утка,1079
1883,структурированный,1077
1884,смола,1076
1885,неодобрение,1076
1886,нравственность,1076
1887,порок,1075
1888,карман,1075
1889,поздравление,1075
1890,автобиография,1074
1891,размытый,1074
1892,христианин,1072
1893,вернадский,1072
1894,насмешка,1071
1895,айрис,1071
1896,чеховский,1070
1897,ненужный,1070
1898,кб,1070
1899,таинственный,1069
1900,интернационализация,1069
1901,австрийский,1068
1902,метеорологический,1068
1903,созвучие,1067
1904,доступность,1067
1905,отчетливый,1066
1906,юриспруденция,1066
1907,суровый,1065
1908,насущный,1065
1909,недоступный,1065
1910,показ,1063
1911,абсурд,1063
1912,перестановка,1062
1913,серебро,1061
1914,комсомолец,1060
1915,речной,1058
1916,проскурин,1057
1917,неудачный,1056
1918,молния,1056
1919,мелодия,1054
1920,голый,1054
1921,классовый,1054
1922,швейцарский,1054
1923,чашка,1053
1924,ров,1052
1925,интерфейс,1052
1926,вовлечение,1051
1927,узор,1050
1928,знаток,1049
1929,авилов,1048
1930,меньшинство,1048
1931,казачий,1048
1932,каримов,1048
1933,тибетский,1048
1934,летучий,1047
1935,дань,1047
1936,неуверенность,1046
1937,отчаяние,1046
1938,грамотный,1045
1939,шутливый,1045
1940,легкость,1043
1941,сочувствие,1043
1942,железо,1043
1943,малышев,1043
1944,детективный,1043
1945,безобразный,1042
1946,миниатюра,1041
1947,упрощенный,1041
1948,очаг,1041
1949,суеверие,1041
1950,кумулятивный,1041
1951,христов,1039
1952,кум,1038
1953,дебаты,1038
1954,собачий,1038
1955,изменчивый,1037
1956,мистический,1035
1957,тестирование,1035
1958,уступка,1033
1959,звон,1033
1960,передаваемый,1033
1961,павловский,1033
1962,предсказание,1032
1963,жар,1030
1964,представительный,1028
1965,терпение,1027
1966,многовековой,1027
1967,пекарский,1027
1968,добавочный,1025
1969,колодец,1025
1970,твердость,1024
1971,опровержение,1024
1972,двойственность,1023
1973,хор,1022
1974,керим,1022
1975,данность,1022
1976,первоисточник,1021
1977,балл,1021
1978,артист,1020
1979,мифический,1020
1980,оправдание,1018
1981,записной,1018
1982,кал,1018
1983,красавица,1016
1984,белорус,1015
1985,веревка,1015
1986,презрение,1015
1987,конспект,1014
1988,ермолаев,1014
1989,еремин,1013
1990,рукав,1012
1991,гордый,1012
1992,неустойчивый,1012
1993,многоплановый,1011
1994,нищий,1011
1995,волнение,1009
1996,воронина,1009
1997,вт,1007
1998,телепередача,1004
1999,нетипичный,1004
2000,оригинальность,1003
2001,ежа,1002
2002,вертикаль,1002
2003,соседство,1001
2004,естественность,1001
2005,василенко,1001
2006,чрезмерный,1000
2007,каковой,1000
2008,бондарев,1000
2009,вебер,1000
