язык,Автореф,дис,канд,21769
современный,русский,язык,порядок,448
материал,английский,язык,Дис,448
компонентный,анализ,многозначный,слово,448
значение,аспект,семантический,исследование,448
актуальный,проблема,культура,речь,447
словарь,русский,язык,спб,446
психология,когнитивный,наука,вопрос,446
концепт,методологический,проблема,когнитивный,446
русский,семантический,словарь,толковый,445
вестник,воронежский,государственный,университет,445
норма,современный,русский,литературный,444
словарь,когнитивный,термин,текст,444
преподавание,русский,язык,иностранец,444
лексический,значение,аспект,семантический,444
функционирование,грамматический,категория,текст,444
семантический,словарь,толковый,словарь,443
предложение,современный,английский,язык,443
тип,лексический,значение,аспект,443
русский,язык,советский,эпоха,442
толковый,словарь,русский,глагол,441
сравнительный,словарь,мифологический,символика,441
лексический,значение,слово,структура,440
язык,человек,картина,мир,440
русский,разговорный,речь,лингвистический,440
язык,семантический,тип,предикат,440
современный,русский,язык,морфология,439
аспект,текст,автореф,дис,439
методика,исследование,структура,концепт,439
словарный,состав,современный,английский,438
русский,язык,синтаксис,простой,438
бюллетень,уральский,лингвистический,общество,437
зарубежный,лингвистика,когнитивный,аспект,437
разговорный,речь,лингвистический,анализ,437
национальный,вариант,английский,язык,437
тюркский,язык,советский,тюркология,436
пространство,логический,анализ,язык,436
русский,язык,функционирование,грамматический,436
русский,литературный,язык,новый,435
языковой,личность,проблема,коммуникативный,435
язык,функционирование,грамматический,категория,435
зарубежный,лингвистика,лингвистический,прагматика,434
лингвистика,когнитивный,аспект,язык,434
институт,языкознание,ран,москва,433
язык,Автореф,дисс,докт,433
личность,проблема,коммуникативный,деятельность,433
процесс,современный,русский,художественный,433
современный,русский,язык,социальный,432
словарь,толковый,словарь,систематизировать,431
язык,познание,коммуникация,текст,431
грамматика,современный,турецкий,литературный,430
СРЯ,словарь,русский,язык,430
лингвистика,бюллетень,уральский,лингвистический,429
имя,предикат,предложение,Семиологическая,429
проблема,речевой,коммуникация,саратов,428
лексико,грамматический,средство,выражение,427
развитие,словообразование,современный,русский,427
текст,материал,науч,конф,427
сокровенный,смысл,слово,текст,426
Лакофф,Дж,лингвистический,гештальты,426
язык,первый,половина,век,425
смысл,слово,текст,культура,425
речь,современный,английский,язык,425
язык,культура,познание,текст,425
язык,пространство,Отв,ред,425
русский,разговорный,речь,текст,425
русский,язык,семантический,тип,425
русский,язык,Межвуз,сб,425
большой,словарь,русский,жаргон,424
аспект,изучение,лексический,материал,424
описание,разговорный,речь,горький,424
язык,Сб,науч,труд,423
человек,текст,культура,екатеринбург,423
предикат,предложение,Семиологическая,грамматика,422
язык,язык,динамический,мир,421
устойчивый,сравнение,русский,язык,421
теория,перевод,статус,проблема,421
когнитивный,лингвистика,учебный,пособие,421
понимание,связный,текст,новое,421
литературный,язык,Автореф,дисс,420
картина,мир,сквозь,призма,420
картина,мир,Отв,ред,420
семантический,поле,вопрос,языкознание,420
перевод,статус,проблема,аспект,419
язык,язык,пространство,Отв,419
метод,современный,структурный,лингвистика,419
проблема,исследование,языковой,картина,418
анализ,язык,язык,динамический,418
русский,язык,теория,анализ,418
иберийский,кавказский,языкознание,тбилиси,417
опыт,областной,великорусский,словарь,416
теоретический,грамматика,немецкий,язык,416
проблема,экспрессивный,стилистика,ростов,416
языковой,картина,мир,русский,414
поиск,прагматика,проблема,субъект,414
русский,предложение,бытийный,тип,413
жанр,речь,Вып,саратов,412
теория,литература,поэтика,стилистика,411
поэтический,энергия,слово,синергетика,410
грамматика,современный,узбекский,литературный,409
современный,немецкий,язык,автореф,409
дискурсивный,мышление,языковой,личность,409
слово,синергетика,язык,сознание,409
язык,Дис,докт,филол,408
когнитивный,исследование,язык,Вып,408
Лексико,семантический,группа,русский,408
энергия,слово,синергетика,язык,407
зарубежный,лингвистика,лингвистика,текст,407
словообразование,современный,немецкий,язык,407
семантический,структура,фразеологический,единица,407
язык,теория,анализ,языковой,406
словарь,русский,язык,ока,406
исследование,фразеологический,состав,язык,406
словообразование,современный,английский,язык,405
сознание,коммуникация,Сб,статья,405
грамматический,описание,славянский,язык,405
отбирать,метод,сплошной,выборка,405
лингвистика,теория,речевой,акт,405
вид,языковой,номинация,вид,404
кн,актуальный,проблема,лексикология,404
труд,аспектологического,семинар,филологический,404
проблема,семантический,синтагматика,проблема,404
наука,институт,русский,язык,403
лексика,современный,русский,литературный,402
типология,вид,проблема,поиск,402
литературный,язык,автореф,дис,402
система,форма,речевой,высказывание,402
синтагматика,проблема,структурный,лингвистика,402
вопрос,стилистика,Вып,саратов,402
язык,электронный,ресурс,режим,401
теория,анализ,языковой,единица,401
орфографический,словарь,русский,язык,400
текст,сборник,научный,труд,400
картина,мир,вопрос,языкознание,399
теория,язык,англистика,кельтология,397
семантика,языковой,единица,разный,397
лексический,структура,художественный,текст,396
языковой,личность,проблема,лингвокультурологии,396
стиль,русский,литературный,язык,395
вопрос,культура,речь,Вып,395
дискурс,языковой,личность,институциональный,395
анализ,значимый,единица,язык,395
семантический,синтагматика,проблема,структурный,395
теория,функциональный,грамматика,качественность,394
русский,язык,автореферат,дис,394
язык,культура,познание,пер,394
семантический,анализ,фразеологический,единица,394
проблема,теория,грамматический,залог,394
лингвистический,исследование,структура,текст,393
аспект,языковой,общение,калинин,393
дискурс,Автореф,дис,канд,393
академия,наука,азербайджанский,ССР,392
русский,язык,составлять,второй,392
кафедра,современный,русский,язык,392
академия,наука,институт,русский,391
теория,функциональный,грамматика,Локативность,390
текст,межвуз,сб,науч,390
косвенный,речевой,акт,новое,390
лексика,современный,немецкий,язык,390
образный,выражение,русский,язык,390
современный,русский,язык,АКД,390
язык,русский,язык,исторический,389
словарь,русский,язык,Гл,388
изучение,языковой,картина,мир,388
естественный,письменный,русский,речь,388
речь,Автореф,дисс,канд,388
теория,функциональный,грамматика,Персональность,387
описание,лексико,семантический,система,386
прикладной,проблема,речевой,общение,386
французский,язык,Дис,канд,386
речь,речевой,деятельность,функциональный,385
лингвистический,основа,балканский,модель,384
новый,англо,русский,словарь,384
проблема,функциональный,синтаксис,современный,384
лексикон,человек,психолингвистический,исследование,384
Уфимцева,тип,словесный,знак,384
языковой,картина,мир,вопрос,383
язык,апробация,работа,основной,383
опыт,парадигмального,анализ,язык,383
русистика,лингвистический,парадигма,конец,383
язык,проблема,отраслевой,лексика,382
функциональный,синтаксис,современный,английский,381
анализ,единица,лексический,уровень,381
леонтьев,язык,речь,речевой,381
проза,Автореф,дис,канд,381
метод,синхронный,анализ,лексика,380
русский,язык,учить,зап,380
текст,текст,автореф,дис,379
современный,проблема,кавказский,языкознание,379
СРНГ,словарь,русский,народный,378
синтаксис,русский,язык,текст,378
автореферат,диссертация,кандидат,филологический,378
словарь,образный,выражение,русский,378
метод,анализ,словарный,дефиниция,377
семантика,Сб,науч,тр,377
семантика,художественный,текст,доклад,376
дискурс,сб,науч,тр,376
материал,американский,вариант,английский,376
сравнительный,изучение,иберийский,кавказский,376
трансформационный,грамматика,русский,язык,375
языковой,сознание,носитель,русский,375
заседание,кафедра,английский,филология,375
синтаксис,современный,русский,литературный,374
челябинский,государственный,университет,филология,374
стилистика,русский,язык,текст,374
немецкий,разговорный,речь,синтаксис,374
вариант,теория,речевой,деятельность,374
зарубежный,лингвистика,теория,речевой,373
вопрос,когнитивный,лингвистика,тамбов,373
современный,английский,язык,автореферат,373
корнилов,языковой,картина,мир,373
значение,слово,воронеж,Изд,373
современный,русский,язык,исследование,372
современный,социолингвистика,теория,проблема,372
социолингвистика,теория,проблема,метод,372
основа,финно,угорский,языкознание,371
тезаурус,современный,русский,язык,371
ФЭС,философский,энциклопедический,словарь,371
язык,заключение,ДИССЕРТАЦИИпо,тема,371
ан,ссср,институт,языкознание,370
современный,американский,лингвистика,фундаментальный,370
текст,электронный,ресурс,режим,370
исторический,корень,волшебный,сказка,370
комплексный,анализ,единица,лексический,370
коммуникативный,перспектива,высказывание,определенность,369
дис,кандидат,филологический,наука,369
смысл,логико,семантический,проблема,369
анализ,язык,семантика,начало,369
смысловой,структура,сложный,предложение,369
городской,просторечие,проблема,изучение,368
логический,анализ,язык,семантика,368
словарь,лингвистический,термин,Изд,368
новый,словарь,иностранный,слово,367
государственный,университет,филология,искусствоведение,367
речевой,жанр,повседневный,коммуникация,367
современный,русский,язык,Сб,367
Лексико,семантический,группа,слово,367
современный,русский,язык,теоретический,367
современный,русский,язык,филологический,366
функциональный,анализ,языковой,единица,366
литературный,язык,конец,начало,366
синонимика,современный,русский,литературный,365
американский,лингвистика,фундаментальный,направление,365
бондарко,принцип,функциональный,грамматика,365
структура,простой,предложение,современный,364
язык,конец,начало,век,364
антология,речевой,жанр,повседневный,364
современный,русский,народный,говор,364
русский,литературный,язык,вопрос,363
теория,семантический,поле,вопрос,363
аспект,Автореф,дисс,канд,362
мир,сквозь,призма,словообразование,362
общеславянский,лингвистический,атлас,материал,361
речь,автореф,дис,канд,361
итог,обсуждение,вопрос,стилистика,361
Лингвокультурные,концепт,прецедентный,текст,361
актуальный,проблема,учебный,лексикография,361
анализ,художественный,текст,теория,361
Лексико,семантический,поле,глагол,361
язык,составлять,второй,отделение,360
материал,английский,язык,автореф,360
теория,перевод,лингвистический,аспект,359
русский,язык,ока,слово,359
современный,немецкий,язык,Дисс,359
русский,литературный,язык,начало,358
лексический,значение,слово,вопрос,358
речь,саратов,колледж,Вып,358
русский,язык,вв,Вып,357
актуальный,проблема,лексикология,новосибирск,357
текст,дис,докт,филол,357
очерк,современный,русский,литературный,356
грамматика,русский,язык,морфология,356
принцип,описание,язык,мир,356
русский,язык,теоретический,курс,356
карасик,языковой,личность,культурный,356
строй,современный,английский,язык,356
индоевропейский,язык,образ,мир,356
функциональный,грамматика,Локативность,бытийность,355
лексический,значение,производный,слово,355
русский,литературный,язык,русский,354
средство,выражение,модальный,значение,354
ассоциативный,тезаурус,современный,русский,354
языковый,картина,мир,сквозь,354
коммуникация,Сб,науч,тр,354
язык,коренной,народ,сибирь,353
слово,разный,часть,речь,353
жанр,речь,Сб,науч,353
язык,синтаксис,сложный,предложение,352
тюркский,язык,южный,сибирь,352
немецко,русский,фразеологический,словарь,351
глагол,Автореф,дис,канд,350
словарь,русский,фразеология,историко,349
большой,академический,словарь,русский,349
язык,объект,исследование,являться,349
носитель,элитарный,речевой,культура,349
текст,лингвистика,текст,материал,348
современный,русский,язык,языковой,348
лингвистический,парадигма,конец,век,348
амосов,основа,английский,фразеология,348
научно,технический,терминология,Вып,347
асимметричный,дуализм,лингвистический,знак,347
психолингвистический,исследование,слово,текст,347
современный,русский,язык,Уч,347
современный,русский,язык,саратов,347
мир,языковой,картина,мир,346
картотека,словарь,русский,язык,346
категория,современный,русский,язык,346
лексика,русский,народный,говор,345
проблема,речевой,коммуникация,Межвуз,345
ДИССЕРТАЦИИпо,тема,романский,язык,345
гендер,язык,культура,коммуникация,344
бондарко,теория,функциональный,грамматика,344
актуальный,проблема,русский,синтаксис,344
когнитивный,лингвистика,учеба,пособие,343
типология,лингвистический,номинация,языковой,343
язык,киев,Вища,школа,343
экспрессивный,оценочный,функция,метафора,343
азербайджанский,язык,Автореф,дис,343
французский,язык,автореф,дис,342
языковой,картина,мир,обиходный,342
грамматика,французский,язык,синтаксис,342
фактор,адресат,Изв,ан,342
словообразование,актуальный,проблема,русский,342
язык,культура,коммуникация,материал,341
речевой,коммуникация,Межвуз,сб,341
система,функциональный,стиль,современный,341
ссср,институт,русский,язык,340
материал,русский,язык,текст,340
языкознание,метод,лингвистический,исследование,339
разговорный,речь,Автореф,дис,339
языковой,картина,мир,аналогия,339
адресат,Изв,ан,ссср,339
член,лексический,система,язык,339
текст,Сб,науч,труд,339
английский,язык,иностранный,язык,338
актуальный,проблема,когнитивный,лингвистика,338
язык,материал,исследование,послужить,338
коммуникация,Межвуз,сб,науч,338
лингвистический,номинация,языковой,номинация,338
большой,энциклопедический,словарь,гл,338
казахский,язык,Автореф,дис,338
русский,язык,русский,речь,337
фонетика,фонология,ударение,интонация,337
картина,мир,обиходный,представление,337
общий,языкознание,метод,лингвистический,336
немецкий,язык,текст,автореф,336
развитие,лексика,тюркский,язык,335
монгольский,язык,улан,удэ,335
культура,логический,анализ,язык,335
фразеологизм,современный,русский,язык,335
литературный,язык,второй,половина,334
теория,функциональный,грамматика,Субъектность,334
англо,русский,синонимический,словарь,334
вопрос,описание,лексико,семантический,334
язык,актуальный,проблема,русский,334
грамматика,русский,язык,синтаксис,333
способ,передача,чужой,речь,333
единица,словообразовательный,система,русский,333
семантический,поле,глагол,отношение,333
институт,языкознание,академия,наука,332
фразеология,историко,этимологический,справочник,332
русский,говор,средний,урал,332
функциональный,грамматика,Персональность,Залоговость,332
русский,язык,грамматический,исследование,332
современный,русский,язык,слово,331
словарь,русский,глагол,идеографический,331
концептуальный,пространство,когнитивный,лингвистика,331
кунин,курс,фразеология,современный,331
труд,институт,языкознание,ан,330
этимологический,словарь,чувашский,язык,330
воронеж,воронежский,гос,уна,330
язык,познание,коммуникация,пер,330
синтаксический,стилистика,сложный,синтаксический,330
стилистика,сложный,синтаксический,целое,330
язык,второй,половина,век,329
научно,практический,конференция,русский,329
теория,коммуникация,курс,лекция,329
русский,язык,начало,век,329
бондарко,теория,морфологический,категория,329
литературный,язык,новый,время,328
функционально,семантический,поле,модальность,328
актуальный,проблема,современный,языкознание,328
русский,глагол,идеографический,описание,328
исследование,методологический,проблема,когнитивный,328
межкультурный,коммуникация,учебный,пособие,328
прагматический,концепция,текст,ростов,328
современный,русский,язык,проблема,328
сравнительный,изучение,индоевропейский,язык,327
языковой,личность,аспект,лингвистика,327
психолингвистический,аспект,художественный,текст,326
литературный,язык,Дис,канд,326
морфологический,категория,современный,русский,326
татарский,язык,Автореф,дис,325
аспект,языковой,категоризации,иркутск,324
персональный,дискурс,Сб,науч,324
проблема,исследование,фразеологический,состав,324
семантика,оценка,экспрессивность,модальность,324
кн,актуальный,проблема,русский,324
судьба,русский,литературный,язык,323
язык,проблема,функциональный,грамматика,323
текст,Изв,ан,ссср,323
множественный,число,имя,существительное,323
современный,карачаево,балкарский,язык,322
вопрос,теория,речевой,жанр,322
прагматический,основа,интерпретация,высказывание,322
синтаксис,современный,итальянский,язык,322
краткий,очерк,история,русский,321
происходить,отражение,картина,мир,321
карасик,языковой,личность,институциональный,321
прагматический,аспект,единица,общение,321
современный,русский,язык,ученый,321
очерк,синтаксис,современный,итальянский,321
русский,язык,проблема,грамматический,321
грамматика,современный,башкирский,литературный,320
оценка,событие,факт,текст,320
основание,теория,знак,семиотика,320
семантика,слово,аспект,семантический,320
простой,предложение,современный,английский,319
словарь,русский,язык,Изд,319
русский,язык,Сб,статья,319
коммуникативный,прагматический,аспект,единица,319
семантика,язык,воронеж,Изд,319
функциональный,семантика,оценка,экспрессивность,319
русский,народный,говор,Вып,318
изучение,словарный,состав,язык,318
русский,язык,избранный,труд,317
разный,уровень,языковой,система,317
время,материал,научный,конференция,317
концепт,волгоград,архангельск,перемена,317
введение,логический,анализ,язык,317
словарь,иностранный,слово,входить,316
предложение,теоретический,проблема,синтаксис,316
орфоэпический,словарь,русский,язык,316
научно,технический,терминология,вопрос,316
этнокультурный,специфика,речевой,деятельность,316
методика,изучение,русский,язык,316
проблема,русский,словообразование,самарканд,316
диалектологический,атлас,русский,язык,315
русский,язык,синтаксис,сложный,315
английский,язык,автореферат,дис,315
диссертация,доктор,филологический,наука,315
методологический,проблема,исследование,фразеологический,315
иберийский,кавказский,язык,черкесск,315
произведение,устный,народный,творчество,314
учебный,словарь,русский,язык,314
картина,мир,русский,язык,314
БЭС,большой,энциклопедический,словарь,314
лингвистический,семантика,учебный,пособие,314
семантика,синтаксический,единица,калинин,314
русский,язык,основа,теория,314
узбекский,язык,Автореф,дис,314
го,лицо,множественный,число,313
русский,язык,текст,учеба,313
значимый,единица,русский,язык,313
грамматика,современный,русский,язык,312
русский,язык,предмет,исследование,312
язык,сознание,коммуникация,сб,312
эстетика,словесный,творчество,текст,312
русский,речевой,этикет,лингвистический,312
основа,теория,устойчивый,фраза,312
исследователь,русский,язык,труд,312
Сб,научно,аналитический,обзор,312
вестник,волгоградский,государственный,университет,311
коммуникативный,смысловой,параметр,грамматика,311
нерешенный,вопрос,теория,речевой,311
язык,экспериментально,фонетический,исследование,310
русский,языковой,сознание,опыт,310
речь,речевой,деятельность,текст,310
значение,знание,очерк,когнитивный,309
очерк,когнитивный,философия,язык,309
болдырев,когнитивный,семантика,курс,309
Пятигорского,государственный,лингвистический,университет,308
Концептосфера,русский,язык,известие,308
краткий,словарь,лингвистический,термин,307
русский,язык,языковой,изменение,307
дагестанский,государственный,педагогический,университет,307
современный,английский,язык,теоретический,307
словарь,омоним,русский,язык,307
лексика,Автореф,дис,канд,307
словарь,русский,политический,метафора,306
активный,процесс,современный,словопроизводство,306
вопрос,стилистика,саратов,Вып,306
человек,логический,анализ,язык,306
сера,история,языкознание,литературоведение,306
современный,английский,язык,вопрос,306
анализ,значимый,единица,русский,306
типология,пассивный,конструкция,диатез,305
знание,очерк,когнитивный,философия,305
проблема,эффективность,речевой,коммуникация,305
функциональный,тип,языковой,метафора,305
фразеология,современный,французский,язык,305
лукьянов,экспрессивный,лексика,разговорный,305
фонология,ударение,интонация,словообразование,304
современный,русский,разговорный,речь,304
русский,язык,вопрос,синтаксис,304
ударение,интонация,словообразование,морфология,303
исследователь,русский,язык,русский,303
словарь,русский,язык,электронный,303
Концептосфера,русский,язык,текст,303
чужой,опыт,русский,фразеология,302
общий,теория,перевод,лингвистический,302
вопрос,романо,германский,языкознание,302
английский,язык,теоретический,курс,302
языковой,картина,мир,Автореф,302
представление,мир,вопрос,языкознание,302
исторический,развитие,лексика,тюркский,301
лексический,состав,русский,язык,301
семантический,структура,язык,новое,301
язык,динамический,мир,дубно,301
дискурс,проблема,экономический,дискурс,301
речь,Сб,науч,тр,301
видо,временный,форма,глагол,300
избранный,труд,поэтика,семиотика,300
прикладной,аспект,речевой,общение,299
семантический,основа,образный,средство,299
русский,рок,поэзия,текст,299
язык,проблема,грамматический,семантика,299
слово,проблема,тождество,слово,298
морфология,современный,русский,язык,298
большой,фразеологический,словарь,русский,298
язык,практический,значимость,работа,298
лексический,номинация,первичный,нейтральный,298
логический,анализ,язык,избранный,298
литературный,язык,русский,язык,298
курс,лингвистический,семантика,спб,297
современный,русский,язык,основа,297
язык,основа,теория,устойчивый,297
язык,миф,культура,символ,297
дагестанский,язык,название,животное,297
изучение,словообразование,славянский,язык,296
язык,теоретический,значимость,работа,295
функциональный,грамматика,качественность,Количественность,295
вопрос,психолингвистика,трибуна,молодой,295
психолингвистика,трибуна,молодой,ученый,295
терминология,современный,проблема,русский,295
словарь,текст,гл,ред,295
справочник,лингвистический,термин,пособие,295
когнитивный,информационный,природа,термин,295
теория,функционально,коммуникативный,синтаксис,294
виноградов,избранный,труд,лексикология,294
словарь,индоевропейский,социальный,термин,294
язык,авто,реф,дис,294
русский,старожильческий,говор,средний,293
русский,язык,культура,речь,293
проблема,лексический,семантика,новое,293
грамматика,тюркский,язык,морфология,292
анализ,поэтический,текст,структура,292
языковой,сознание,носитель,язык,292
теория,коммуникация,языковой,сознание,292
язык,ан,ссср,ин,292
лингвистический,семантика,учеба,пособие,292
прогресс,Вып,теория,речевой,292
язык,современный,проблема,кавказский,292
синтаксический,конструкция,современный,русский,292
актуальный,проблема,межкультурный,коммуникация,291
категория,время,время,грамматический,291
прогресс,Вып,лингвистический,прагматика,291
язык,научный,новизна,исследование,291
поэтический,текст,структура,стих,290
русский,народный,лирический,песня,290
язык,электронный,ресурс,дата,290
университет,филология,искусствоведение,Вып,290
болдырев,вопрос,когнитивный,лингвистика,290
английский,язык,деловой,общение,290
концепт,культура,образ,понятие,290
контекст,современный,общественный,жизнь,290
аваро,андо,цезских,язык,290
употребление,проблема,семантика,новосибирск,290
лексический,система,современный,русский,289
труд,отдел,древнерусский,литература,289
сравнительный,грамматика,германский,язык,289
развитие,функциональный,стиль,современный,289
русский,язык,Сб,науч,289
русский,литературный,язык,второй,288
карасик,языковой,личность,проблема,288
коммуникация,межвуз,сб,науч,288
материал,немецкий,язык,Автореф,288
структура,имя,собственный,фонология,287
нижегородский,государственный,лингвистический,университет,287
очерк,история,русский,литературный,287
язык,языковой,изменение,конец,287
речевой,жанр,обзор,работа,287
называть,актуальный,членение,предложение,287
основа,теория,дискурс,текст,287
понятие,исчисление,речевой,акт,287
русский,грамматика,избранный,труд,287
сквозь,призма,словообразование,макрокосм,287
этимологический,словарь,осетинский,язык,286
аспект,Дисс,канд,филол,286
типология,императив,русский,императив,286
язык,научный,новизна,работа,286
материал,английский,язык,дис,286
преподавание,иностранный,язык,омск,286
основа,прагматический,описание,предложение,286
энциклопедический,словарь,текст,гл,286
основной,понятие,исчисление,речевой,286
язык,текст,Автореф,дис,286
время,русский,глагол,значение,286
опыт,идеографический,описание,лексика,285
грамматический,особенность,слово,термин,285
анализ,язык,язык,эстетика,285
организация,художественный,прозаический,текст,285
вопрос,изучение,русский,язык,284
система,русский,литературный,язык,284
литературный,язык,вопрос,языкознание,284
теория,перевод,лингвистический,проблема,284
большой,энциклопедический,словарь,текст,284
когнитивный,семантика,история,персоналия,284
сборник,научно,аналитический,обзор,284
новый,слово,русский,язык,284
Объектность,коммуникативный,перспектива,высказывание,283
изучение,речевой,жанр,обзор,283
вестник,адыгейский,государственный,университет,283
культурный,специфика,речевой,общение,283
вариантность,фразеологический,единица,тула,283
гак,проблема,структурный,лингвистика,282
др,краткий,словарь,когнитивный,282
картина,мир,автореф,дис,282
развитие,фонетика,современный,русский,282
текст,заключение,ДИССЕРТАЦИИпо,тема,282
словарь,русский,говор,средний,281
прикладной,вопрос,языкознание,универсальный,281
русский,язык,последний,десятилетие,281
картина,мир,языковой,картина,281
вена,язык,русский,культура,281
путь,развитие,лингвострановедение,концепция,281
методика,родной,язык,лингвистика,281
перспектива,развитие,славянский,ономастика,281
стиль,средство,массовый,информация,281
вопрос,языкознание,универсальный,типовой,280
семантика,история,персоналия,идея,280
теория,текст,учебный,пособие,280
основа,образный,средство,язык,280
гайсин,Лексико,семантический,поле,280
кандидат,филологический,наука,доцент,279
диалектологический,атлас,тюркский,язык,279
историко,этимологический,словарь,осетинский,279
образ,русский,речь,историко,279
текст,текст,электронный,ресурс,279
современный,русский,язык,часть,279
внутренний,форма,фразеологический,единица,279
экспрессивный,синтаксический,конструкция,современный,279
анализ,фразеологический,единица,современный,278
дискурс,анализ,оценочный,семантика,278
семантический,структура,высказывание,семантический,278
структура,высказывание,семантический,структура,278
история,лексика,русский,литературный,278
крылатый,слово,литературный,цитата,277
сравнительно,исторический,изучение,язык,277
моделирование,языковой,картина,мир,277
фрагмент,концептуальный,анализ,слово,277
высказывание,семантический,структура,слово,277
сравнительный,грамматика,славянский,язык,276
специфика,языковой,картина,мир,276
Слышкин,методологический,проблема,когнитивный,276
языковой,личность,языковой,личность,276
говор,Автореф,дис,канд,276
экспрессивный,окраска,языковой,единица,276
вопрос,диалектология,тюркский,язык,275
аспект,текст,дис,канд,275
русский,технический,терминология,труд,275
немецкий,язык,учеба,пособие,275
словарь,электронный,ресурс,режим,275
слово,текст,избранный,труд,275
языковой,личность,проблема,значение,275
концептуальный,анализ,слово,память,275
общий,свойство,языковой,система,275
идеографический,аспект,русский,грамматика,275
язык,система,личность,екатеринбург,275
татарский,литературный,язык,казань,275
функциональный,грамматика,Субъектность,Объектность,274
известие,волгоградский,государственный,педагогический,274
концепт,научный,труд,Центроконцепта,274
ван,вопрос,прагматик,текст,274
современный,русский,язык,Изд,274
словарь,русский,язык,современный,274
современный,французский,язык,текст,274
механизм,экспрессивный,окраска,языковой,274
слово,литературный,цитата,образный,273
исследование,функционально,стилистический,аспект,273
спорный,проблема,семантика,монография,273
текст,Автореф,дис,докт,273
воронеж,издательство,воронежский,университет,273
современный,немецкий,язык,дис,273
серия,концептуальный,исследование,Вып,273
идеографический,словарь,русский,язык,273
новый,французский,русский,словарь,273
современный,английский,язык,опыт,273
весь,уровень,языковой,система,272
имя,существительное,имя,прилагательное,272
речь,современный,русский,язык,272
Субъектность,Объектность,коммуникативный,перспектива,272
вестник,иркутский,государственный,лингвистический,272
язык,сегодня,Вып,Сб,272
категория,модальность,вопрос,языкознание,272
литературный,язык,Отв,ред,272
