современный,русский,язык,87104
единица,доклад,международный,731
анализ,значимый,единица,731
символ,лингвокультурные,концепт,730
референциальный,аспект,семантика,729
свойство,языковой,система,729
описание,вопрос,языкознание,729
принцип,типологический,анализ,729
изучение,современный,русский,729
проблема,экспрессивный,стилистика,729
разный,уровень,грамматический,729
курс,современный,русский,728
лингвистика,научный,издание,728
предложение,Автореф,дис,727
слово,Автореф,дис,727
отражение,картина,мир,726
толковый,словарь,иноязычный,725
речь,саратов,колледж,725
частотный,словарь,русский,724
курс,лингвистический,семантика,723
текст,сб,науч,723
число,имя,существительное,722
простой,предложение,современный,722
язык,семиотический,проблема,722
русский,исторический,лексикология,720
язык,объект,исследование,720
язык,урало,алтайский,719
словарь,язык,пушкин,717
пространство,язык,семиотический,716
семантический,форма,мышление,716
выражение,модальный,значение,715
структура,семантический,поле,715
развитие,русский,литературный,714
словообразование,имя,существительное,714
языковой,личность,социолингвистический,714
опыт,изучение,лексика,714
проблема,учебный,лексикография,714
университет,серия,лингвистика,713
глагол,несовершенный,вид,712
научно,популярный,текст,712
современный,проблема,русский,712
лингвокультурные,концепт,прецедентный,712
современный,лингвистический,наука,711
значение,лексический,единица,711
финно,угорский,языкознание,710
словарь,ассоциативный,норма,710
английский,язык,автореферат,710
английский,язык,являться,710
местоимение,го,лицо,709
академический,словарь,русский,709
литературный,язык,первый,709
художественный,прозаический,текст,709
язык,тез,докл,709
аспект,семантика,местоимение,708
новый,словарь,русский,708
современный,узбекский,язык,707
часть,тело,человек,707
анализ,язык,проблема,707
номинация,языковой,номинация,707
альтернативный,мир,дискурс,707
русский,язык,история,706
русский,язык,советский,705
выбор,языковой,средство,705
мир,дискурс,факт,705
выражение,русский,язык,704
значимый,единица,язык,704
научный,стиль,речь,704
философский,проблема,языкознание,704
индивидуально,авторский,картина,703
связь,языковой,единица,703
речевой,практика,масса,703
проблема,речевой,общение,702
описание,лексико,семантический,701
вопрос,семантика,фразеологический,701
английский,языковой,картина,701
язык,начало,век,700
причастие,настоящий,время,700
международный,филологический,конференция,699
тема,диссертационный,исследование,699
язык,конец,начало,698
кафедра,иностранный,язык,698
введение,обосновываться,актуальность,698
речевой,акт,текст,698
время,русский,глагол,698
русский,язык,представлять,697
метод,лингвистический,анализ,696
современный,разговорный,речь,695
тип,речевой,культура,695
однородный,член,предложение,694
метод,исследование,являться,694
теория,перевод,лингвистический,694
разговорный,речь,текст,694
вопрос,теория,часть,693
функционально,смысловой,тип,693
английский,язык,вопрос,693
слово,русский,словесность,693
предметный,имя,семантика,692
значимость,диссертация,состоять,692
тендер,язык,культура,692
современный,словарь,иностранный,692
язык,первый,половина,691
русский,язык,Сост,691
современный,языковой,ситуация,691
язык,материал,исследование,691
национальный,русский,двуязычие,689
функционально,семантический,аспект,689
проблема,языковой,картина,688
концепт,дискурс,волгоград,688
язык,отв,ред,688
выражение,временный,отношение,687
русский,язык,саратов,684
труд,институт,лингвистический,684
национальный,культурный,аспект,684
проблема,русский,терминология,684
говор,азербайджанский,язык,682
история,литературный,язык,682
аспект,изучение,современный,682
Грамматико,лексический,поле,682
русский,литературный,произношение,681
функциональный,тип,лексический,681
падеж,множественный,число,679
точка,зрение,теория,679
значение,словарь,справочник,678
случай,речь,идти,678
знак,символ,миф,678
подход,вопрос,языкознание,677
словарь,русский,фразеология,676
смысловой,структура,слово,675
Шахматов,синтаксис,русский,675
русский,терминология,опыт,675
словарь,толковый,словарь,674
турецкий,литературный,язык,674
речь,учеба,пособие,674
изучение,иберийский,кавказский,674
психолингвистический,аспект,изучение,673
проблема,функциональный,тип,673
русский,говор,сибирь,672
использовать,следующий,метод,672
основание,теория,знак,672
грамматика,башкирский,язык,671
ассоциативный,норма,русский,671
функциональный,анализ,грамматический,671
русский,язык,фонетика,670
коммуникативный,прагматический,подход,670
кафедра,английский,филология,670
древнерусский,литературный,язык,669
смысл,художественный,текст,669
народный,разговорный,речь,668
заседание,кафедра,английский,667
русский,язык,ока,667
общий,терминология,вопрос,666
дискурс,дис,канд,666
общественно,политический,терминология,665
модель,речевой,жанр,665
литературно,художественный,текст,665
английский,фразеологический,словарь,665
временный,локализованность,таксис,665
человек,текст,культура,665
исследование,языковой,картина,664
весь,уровень,язык,663
вопрос,стилистика,Вып,663
структура,фразеологический,единица,663
язык,порядок,слово,662
лексико,семантический,особенность,662
весь,языковой,уровень,662
изучение,языковой,личность,662
терминология,опыт,лингвистический,662
проблема,русский,стилистика,662
английский,диалогический,речь,661
когнитивный,прагматический,аспект,661
язык,вопрос,теория,661
очерк,история,русский,660
исследование,политический,метафора,660
русский,язык,вестник,659
наука,вопрос,языкознание,659
значение,многозначный,слово,658
словарь,различный,тип,658
общий,теория,лексикография,658
национальный,культурный,семантика,658
значение,фразеологический,единица,657
философия,логика,язык,657
Дис,канд,филолог,657
гласный,первый,слог,656
литературный,язык,вопрос,656
язык,проблема,интенсиональный,656
язык,наука,терминология,655
проблема,семантический,синтагматика,655
язык,апробация,работа,655
национальный,специфика,язык,655
аварский,язык,махачкала,655
современный,политический,дискурс,654
знаковый,система,тарту,654
предложный,падежный,конструкция,653
грамматика,русский,литературный,653
русский,язык,современный,652
язык,практический,ценность,652
система,функциональный,грамматика,652
состояние,русский,язык,652
античный,теория,язык,652
аспект,языковой,общение,652
тюркский,язык,общетюркский,651
опыт,лингвистический,описание,651
фонетика,английский,язык,651
закономерность,стилистический,использование,651
основа,теория,грамматика,650
дискурс,Сб,науч,650
лексический,состав,язык,649
речевой,жанр,текст,649
явление,мотивация,слово,648
кафедра,общий,языкознание,647
вид,речевой,деятельность,647
русский,язык,пособие,645
организация,художественный,текст,644
словарь,сочетаемость,слово,644
зеркало,языковой,игра,644
современный,турецкий,язык,643
опыт,общий,теория,643
анализ,язык,противоречивость,643
средство,трансляция,культура,643
единица,различный,уровень,642
язык,проблема,структурный,642
русский,язык,актуальный,642
грамматика,введение,Аспектуальность,641
современный,русский,словообразование,641
ценностный,картина,мир,640
лексикография,избранный,труд,639
единица,современный,русский,639
социально,лингвистический,исследование,639
язык,современный,русский,638
учебник,русский,язык,637
славянский,литературный,язык,637
речевой,общение,новый,636
картина,мир,носитель,636
практика,межкультурный,коммуникация,636
частный,лингвистический,теория,636
личностный,аспект,языковой,635
стилистический,использование,языковый,635
действительность,референциальный,аспект,634
речь,Дис,канд,634
семантика,понимание,новое,632
сайт,дата,обращение,631
практический,стилистика,русский,631
английский,разговорный,речь,631
перевод,художественный,текст,631
очерк,современный,русский,630
семантический,структура,язык,630
наивный,модель,мир,630
основа,фразеология,русский,630
компаративный,фразеологический,единица,629
слово,психолингвистический,исследование,629
актуальный,проблема,теория,628
полный,собрание,русский,627
проблема,речевой,воздействие,627
фонетика,морфология,лексика,626
русский,язык,киев,626
русский,язык,москва,625
семантика,фразеологический,оборот,625
Дисс,канд,филолог,625
разновидность,городской,устный,624
разговорный,речь,общий,623
общий,вопрос,словообразование,623
введение,Аспектуальность,временный,623
устный,научный,речь,622
роль,русский,язык,621
главный,член,предложение,621
занимать,промежуточный,положение,621
троякий,аспект,языковой,621
словарь,татарский,язык,619
тематический,группа,слово,619
немецкий,язык,дис,619
русский,художественный,текст,619
концепт,Сб,науч,619
экспрессивный,синтаксический,конструкция,619
структура,языковой,личность,618
русский,речь,текст,618
функциональный,сторона,язык,617
словарь,русский,ономастический,617
русский,язык,монография,617
курс,русский,язык,616
этап,развитие,язык,615
сочетаемость,слово,русский,615
функционирование,грамматический,категория,615
изучение,речевой,жанр,614
функционально,семантический,особенность,614
русский,язык,известие,614
значение,языковой,единица,613
русский,язык,АКД,613
образование,сложный,слово,612
направление,современный,американский,612
постулат,когнитивный,семантика,612
структурный,схема,предложение,611
когнитивный,дискурсивный,парадигма,610
дискурс,теория,метафора,610
категория,грамматический,класс,609
славянский,языкознание,воронеж,609
Уфимцева,лексический,значение,609
язык,Вопр,языкознание,609
русский,ономастический,терминология,608
экспрессивный,оценочный,функция,608
основной,тип,фразеологический,607
глагольный,фразеологический,единица,607
поэтика,стилистика,язык,607
новый,философский,словарь,607
язык,межвузовский,сборник,607
понятие,языковой,личность,606
художественный,текст,основа,606
основной,понятие,русский,605
модель,языковой,личность,605
семантика,язык,воронеж,605
проблема,соотношение,язык,604
средство,речевой,воздействие,604
словарь,культура,век,604
политический,дискурс,текст,603
единица,словообразовательный,система,602
строение,человеческий,язык,601
международный,научно,методический,601
русский,язык,толково,601
форма,именительный,падеж,600
русский,язык,практический,600
анализ,абстрактный,имя,600
английский,язык,проблема,600
собрание,русский,летопись,599
аспект,Сб,науч,599
диалект,сибирский,татарин,598
тип,речевой,акт,598
обучение,неродной,язык,598
класс,русский,глагол,598
русский,язык,научный,597
экономия,языковой,средство,597
синтаксис,современный,английский,597
язык,речь,творчество,597
гласный,передний,ряд,596
язык,советский,эпоха,596
текст,Дисс,канд,596
смысловой,тип,речь,596
проблема,современный,русский,596
социальный,власть,язык,596
Вып,лингвистический,семантика,596
язык,межнациональный,общение,595
ключевой,идея,русский,595
речь,общий,вопрос,595
извлекать,метод,сплошной,595
прикладной,вопрос,языкознание,595
английский,художественный,текст,595
арутюнов,логический,анализ,595
анализ,лексико,семантический,594
значение,производный,слово,594
когнитивный,исследование,политический,593
романо,германский,языкознание,593
русский,английский,фразеологический,593
курс,общий,морфология,592
метафорический,зеркало,когнитивный,592
язык,автореферат,диссертация,592
зеркало,когнитивный,исследование,591
восприятие,когнитивный,аспект,591
картина,мир,являться,590
языкознание,учеба,пособие,590
вопрос,словообразование,синтаксис,589
фрагмент,картина,мир,589
язык,семиотика,культура,589
отделение,русский,язык,587
русский,толковый,словарь,586
идея,русский,языковой,586
проблема,отраслевой,лексика,586
курс,русский,грамматика,585
язык,система,личность,585
текст,Дж,Лакофф,585
деловой,письменность,век,584
точка,зрение,лингвист,584
метод,исследование,метод,584
русский,языковый,картина,584
словарь,современный,английский,584
говор,русский,язык,583
устойчивый,сочетание,слово,583
словарь,чувашский,язык,583
строй,современный,русский,583
британский,вариант,английский,583
функционирование,языковый,единица,582
нахско,дагестанский,язык,582
предложение,современный,русский,582
русский,язык,иметь,581
азербайджанский,литературный,язык,581
композиционный,речевой,форма,581
автоматический,обработка,текст,581
терминология,Автореф,дис,581
картина,мир,языковой,580
категория,средневековый,культура,580
путем,сплошной,выборка,580
система,функциональный,стиль,580
единица,Межвуз,сб,580
азербайджанский,язык,Автореф,579
конструкция,русский,язык,579
актуальность,данный,работа,579
романо,германский,язык,579
язык,Автореф,Дис,579
человек,текст,семиосфера,578
русский,речь,энциклопедический,578
семантика,синтаксический,единица,578
русский,язык,избранный,577
московский,государственный,лингвистический,577
ментальность,способ,представление,577
текст,разный,жанр,576
структура,словарный,статья,575
теоретический,основа,грамматика,575
словарь,крылатый,слово,575
зарубежный,лингвистика,лингвистический,575
основной,проблема,лексический,575
тезаурус,литературный,язык,575
пополнение,словарный,состав,574
русский,технический,терминология,574
язык,сегодня,Вып,574
национальный,вариант,испанский,574
речь,энциклопедический,словарь,573
языковой,ментальность,способ,573
современный,русский,художественный,573
словарь,тюркский,наречие,572
различие,строение,человеческий,572
современный,структурный,лингвистика,572
типология,лингвистический,номинация,571
норма,современный,русский,570
значение,имя,собственный,570
стиль,русский,язык,570
социальный,вариант,язык,570
язык,новосибирск,наука,570
исследование,художественный,текст,570
текст,семиосфера,история,569
форма,имя,существительное,568
единица,лексический,уровень,568
некоторый,явление,словообразование,568
Аспектуальность,временный,локализованность,568
вопрос,современный,русский,567
различный,тип,текст,567
речь,Отв,ред,567
метод,лингвистический,описание,567
особенность,речевой,поведение,567
семантика,синтаксис,морфология,567
русский,язык,сборник,566
бас,словарь,современный,566
сравнение,русский,язык,566
английский,язык,теоретический,566
современный,философия,язык,566
речь,Автореф,дисс,565
словарь,вопрос,языкознание,565
межкультурный,коммуникация,учеба,565
тюркский,язык,советский,564
изобразительный,выразительный,средство,564
общий,курс,русский,563
язык,текст,дискурс,563
лексика,современный,английский,563
контекст,разный,культура,563
речь,фонетика,морфология,563
язык,русский,речь,562
картина,мир,вопрос,562
значение,слово,текст,562
текст,современный,состояние,562
разговорный,речь,фонетика,562
литературный,язык,новый,561
обосновываться,выбор,тема,561
метод,концептуальный,анализ,560
языкознание,филологический,наука,560
язык,новый,время,559
структурно,семантический,аспект,559
проблема,синтаксический,семантика,558
новый,лексический,единица,558
различный,функциональный,стиль,557
лингвистический,основа,учение,557
концепт,дискурс,текст,557
лингвистика,текст,современный,557
английский,язык,учебный,556
Лексико,семантический,особенность,556
немецкий,язык,Дисс,556
семантический,группа,русский,556
арабский,литературный,язык,556
язык,русский,словесность,555
лексический,средство,обозначение,555
текст,курс,лекция,555
словарь,фразеологический,синоним,554
латинский,русский,словарь,554
теория,лингвистический,модель,553
русский,рок,поэзия,553
век,языковой,изменение,553
семиотический,проблема,язык,552
современный,лингвистика,текст,552
история,французский,язык,552
опыт,словарь,тюркский,551
русский,советский,поэзия,551
описание,русский,язык,551
термин,лингвистический,проблема,551
язык,казань,Изд,551
лингвистика,воронеж,Изд,550
история,языкознание,литературоведение,550
русский,синонимический,словарь,549
словарь,грамматика,текст,549
структура,слово,психолингвистический,549
русский,старожильческий,говор,548
частный,теория,перевод,548
лексика,вопрос,языкознание,548
материал,язык,различный,547
древность,этнолингвистический,словарь,547
психология,эмоция,текст,547
функционально,прагматический,концепция,547
основной,вопрос,синтаксис,546
глагольный,именной,словосочетание,546
разный,функциональный,стиль,546
изучение,дагестанский,язык,546
текст,основа,лингвистический,546
семантический,класс,русский,546
группа,русский,глагол,545
славянский,древность,этнолингвистический,544
русский,разговорный,синтаксис,544
лингвистический,семантика,текст,544
язык,сопоставительный,анализ,544
грамматический,класс,слово,543
изучение,функциональный,сторона,543
прагматический,концепция,текст,543
язык,культура,этнос,542
практика,преподавание,английский,542
научно,технический,лексикография,542
тип,русский,речь,542
стереотип,речевой,общение,541
глагол,Автореф,дис,541
праславянский,лексический,фонд,540
поэтика,русский,литература,540
аспект,Автореф,дисс,540
языкознание,вопрос,языкознание,539
говор,русский,север,539
теория,языковой,личность,539
государственный,университет,филология,539
культурно,речевой,ситуация,539
экспериментальный,исследование,семантика,538
система,современный,английский,538
русский,язык,первый,537
русский,национальный,характер,537
язык,толково,словообразовательный,537
большой,немецко,русский,537
русско,французский,словарь,536
коммуникативный,тип,предложение,536
опыт,теория,лингвистический,536
фразеологический,система,язык,536
языковой,процесс,современный,536
анализ,языковой,средство,535
языковой,общение,единица,535
падеж,единственный,число,534
диалект,селькупский,язык,534
проблема,изучение,функциональный,534
текст,материал,научный,534
русский,язык,начало,534
труд,институт,языкознание,533
лингвистический,модель,смысл,533
язык,язык,мир,533
лексико,фразеологический,система,533
поле,русский,язык,533
анализ,естественный,язык,533
вопрос,теория,язык,532
вопрос,русский,язык,532
исследование,русский,язык,532
исследование,являться,выявление,532
народный,разговорный,язык,531
семинар,филологический,факультет,531
упорядочение,иноязычный,термин,531
семантика,учеба,пособие,531
системный,описание,синтаксис,531
лингвистика,проблема,референция,531
словарь,язык,русский,530
текст,гл,ред,530
русский,языковый,модель,530
кн,русский,язык,530
множественный,число,имя,529
современный,турецкий,литературный,529
материал,имя,существительное,529
являться,составной,часть,529
предложный,падежный,сочетание,529
психолингвистика,вопрос,психолингвистика,529
фонетика,тюркский,язык,528
направление,современный,лингвистика,528
различный,тип,дискурс,528
свободный,дата,обращение,528
казахский,язык,алма,527
текст,межвузовский,сборник,527
семантика,учебный,пособие,527
грамматический,система,язык,526
глагол,русский,язык,526
современный,английский,язык,525
узбекский,язык,Автореф,525
исследование,семантика,русский,525
монография,волгоград,перемена,525
морфология,лексика,жест,525
текст,актуальный,проблема,525
носитель,данный,язык,524
стилистика,современный,русский,524
кафедра,английский,язык,524
дискурс,Автореф,дис,524
процесс,современный,русский,523
актуальность,диссертационный,исследование,523
теоретический,значимость,данный,523
арутюнов,лингвистический,энциклопедический,523
кн,проблема,структурный,523
словарь,русский,глагол,522
средство,английский,язык,522
существительное,женский,род,521
вариант,французский,язык,520
язык,новый,период,520
компонент,лексический,значение,520
семантика,лексический,единица,520
языковой,общение,процесс,520
широкий,смысл,слово,519
иркутский,государственный,лингвистический,518
остин,Дж,слово,518
литературный,язык,русский,517
русский,филологический,вестник,517
вестник,воронежский,государственный,517
проблема,русский,фразеология,517
стиль,научный,изложение,517
изменение,значение,слово,516
структурно,семантический,свойство,516
политический,метафора,материал,516
проблема,современный,языкознание,515
грамматический,категория,род,515
лексико,грамматический,особенность,514
исторический,морфология,русский,514
слово,высказывание,текст,514
филология,искусствоведение,Вып,513
дискурс,речь,речевой,513
обстоятельство,образ,действие,512
большой,академический,словарь,512
балкарский,язык,нальчик,512
лингвистика,фундаментальный,направление,512
общий,морфология,введение,512
лингвистика,лингвистика,текст,512
теория,речевой,коммуникация,512
кн,вопрос,теория,512
составление,учебный,пособие,511
дуализм,лингвистический,знак,511
конец,век,языковой,511
получать,метод,сплошной,510
вопрос,психолингвистика,вопрос,510
структурно,семантический,параметр,510
функциональный,тип,русский,510
русский,язык,функционирование,510
почта,русский,речь,509
классификация,часть,речь,509
литература,включать,наименование,509
аспект,языковой,единица,509
семантика,глагольный,слово,509
словарь,русский,личный,508
язык,Гл,ред,508
русский,фразеология,историко,508
когнитивный,дискурсивный,подход,508
фразеологический,синоним,русский,508
проблема,лингвистический,анализ,508
морфология,современный,английский,508
русский,язык,медиа,507
доминирующий,лингвистический,теория,507
русский,язык,Отв,507
коммуникативный,прагматический,функция,506
разговорный,речь,Автореф,506
аспект,речевой,общение,505
языковой,метафора,синтаксис,505
различный,языковой,уровень,504
студент,филологический,факультет,504
язык,синтаксис,простой,503
фразеология,историко,этимологический,502
текст,сборник,научный,502
лексика,немецкий,язык,502
сопоставительный,типологический,исследование,502
гласный,второй,слог,501
жанр,речь,Вып,501
русский,литература,вв,501
стилистика,газетный,жанр,501
состав,современный,английский,501
элементарный,единица,русский,501
