термин,частота (ipm),1960-е,1970-е,1980-е,1990-е,2000-е,2010-е,2020-е,DP,D,R
глаголица,1.97,3.6,3.9,1.6,3.1,1.8,0.6,0.5,0.6902,65.73,47.0
назальный,1.97,0.0,2.3,1.9,1.6,1.8,1.1,4.7,0.6063,79.28,59.0
парономазия,1.97,0.0,0.3,1.1,2.4,1.9,1.3,0.5,0.5001,86.24,78.0
саркастический,1.97,4.8,2.5,0.8,1.3,1.2,1.9,5.2,0.4885,84.57,78.0
лингвистка,1.96,0.0,0.0,0.1,2.2,1.9,1.6,0.0,0.4367,90.19,82.0
нейропсихологический,1.96,0.0,0.0,0.3,1.3,1.2,2.5,3.8,0.5808,76.72,66.0
полисинтетический,1.96,0.0,1.8,0.7,0.9,1.0,1.2,35.3,0.6572,65.84,50.0
идеограмма,1.95,0.0,1.8,0.1,1.2,1.9,1.6,0.5,0.6128,79.06,59.0
клефт,1.94,0.0,0.0,0.5,0.3,2.3,1.4,0.0,0.8374,36.43,23.0
гармоничность,1.93,3.6,2.1,0.8,1.0,2.2,1.0,0.0,0.5167,82.79,72.0
аппаратура,1.92,2.4,3.3,4.7,2.1,1.5,0.7,0.0,0.4934,85.81,75.0
полипредикативность,1.83,0.0,0.0,0.5,4.2,1.8,0.8,1.4,0.4767,88.4,73.0
афразийский,1.81,0.0,0.0,0.2,1.5,2.0,1.3,0.0,0.6417,79.49,52.0
двухвалентный,1.8,0.0,0.2,1.7,2.3,1.1,1.7,2.4,0.5583,84.27,61.0
сигматический,1.8,0.0,0.0,0.8,3.3,1.6,1.2,0.0,0.7205,63.28,40.0
бельгийский,1.79,1.2,4.1,0.8,0.5,1.3,1.6,1.4,0.5695,78.26,62.0
имперсональный,1.79,0.0,0.2,0.3,0.5,0.2,3.3,7.5,0.7637,69.33,32.0
интонирование,1.79,1.2,0.3,1.7,0.9,1.7,1.3,0.9,0.4378,85.39,89.0
среднеболгарский,1.79,1.2,0.5,1.5,1.0,1.3,1.9,0.0,0.6498,80.38,48.0
интродукция,1.78,0.0,0.0,2.3,1.7,1.0,1.9,1.9,0.5851,84.66,61.0
верлибр,1.77,2.4,2.9,2.7,0.8,1.0,1.6,0.5,0.5623,80.46,64.0
лигатура,1.74,0.0,1.8,0.5,0.5,0.7,2.7,0.0,0.6501,77.26,50.0
непродуктивность,1.74,3.6,0.8,1.6,0.9,1.6,1.2,0.5,0.4286,89.3,85.0
делабиализация,1.71,0.0,4.1,3.1,1.8,1.0,1.0,0.5,0.5965,82.33,57.0
гидронимия,1.69,0.0,0.8,0.5,2.4,1.1,1.3,11.3,0.5425,84.02,65.0
десемантизация,1.68,0.0,0.3,0.7,1.7,1.4,1.4,0.5,0.4223,89.86,83.0
иранистика,1.66,0.0,4.1,0.9,0.5,1.1,1.6,0.5,0.5818,84.47,58.0
невопросительный,1.65,0.0,0.5,0.9,0.9,1.3,1.6,1.9,0.5764,83.58,61.0
основосложение,1.63,0.0,0.5,1.5,1.1,1.8,0.9,0.0,0.6172,82.42,56.0
раннехристианский,1.63,0.0,0.2,0.2,0.6,1.5,1.6,0.9,0.6051,79.02,58.0
каузативность,1.62,0.0,0.3,1.3,0.9,1.9,0.8,0.0,0.5355,84.53,68.0
нейрофизиология,1.62,0.0,0.0,0.5,1.6,1.4,1.3,6.6,0.4654,88.42,75.0
паремиологический,1.62,0.0,0.0,0.0,0.7,1.2,2.0,2.4,0.5344,85.12,68.0
аккомодация,1.6,0.0,0.5,3.8,1.6,1.0,1.1,1.9,0.5317,82.46,69.0
буквосочетание,1.59,0.0,1.1,2.3,0.8,1.4,1.0,0.5,0.5113,85.57,72.0
огузский,1.59,0.0,11.1,4.7,0.9,0.5,0.4,0.0,0.7132,78.5,40.0
аккультурация,1.58,0.0,0.0,0.7,1.3,1.1,1.8,0.0,0.5804,84.28,60.0
испанистика,1.57,0.0,0.0,2.1,0.4,0.9,1.9,0.0,0.6907,81.01,44.0
лемматизация,1.57,0.0,0.0,0.0,0.4,1.4,1.7,1.4,0.6616,78.68,48.0
рематический,1.57,0.0,0.0,1.1,3.4,1.4,0.8,0.5,0.5678,84.01,63.0
авестийский,1.56,2.4,2.3,0.5,0.9,0.9,1.7,3.3,0.6032,85.23,56.0
арабистика,1.56,0.0,2.1,2.1,0.2,1.6,0.9,0.0,0.6365,81.5,55.0
бирманский,1.56,0.0,1.1,2.0,0.5,0.9,1.7,0.5,0.5745,83.48,61.0
гипонимия,1.56,0.0,0.2,2.2,1.9,1.3,1.0,0.5,0.5311,87.48,67.0
дативный,1.56,0.0,0.0,0.1,0.8,0.3,2.6,8.5,0.7681,70.42,31.0
нелабиализованный,1.56,0.0,4.2,2.3,0.7,0.7,1.6,0.5,0.6126,85.07,54.0
прагматичность,1.56,0.0,0.0,0.3,2.2,1.5,1.1,0.0,0.4894,86.87,73.0
древнеримский,1.54,2.4,1.3,2.3,1.0,1.0,1.4,0.5,0.4601,88.21,75.0
ономатопоэтический,1.53,0.0,1.1,0.8,0.9,0.9,1.9,0.0,0.5447,77.88,63.0
безграмотность,1.52,19.1,3.1,1.2,2.6,0.8,1.0,0.5,0.4906,87.21,70.0
ненормированный,1.52,10.8,0.8,1.7,0.9,1.3,1.0,0.5,0.4728,84.55,75.0
проклитика,1.51,0.0,0.3,0.9,1.0,0.8,2.0,0.0,0.5760000000000001,84.44,57.0
малограмотный,1.49,6.0,3.1,1.5,1.4,1.1,0.9,2.4,0.511,86.92,67.0
бразильский,1.48,0.0,1.1,1.3,0.5,0.8,0.9,22.6,0.6841,70.9,43.0
смягчительный,1.47,0.0,0.3,1.6,1.7,1.3,0.8,3.3,0.6761,70.12,44.0
фузионный,1.46,0.0,1.1,3.8,2.3,0.8,0.9,0.0,0.59,84.38,55.0
баварский,1.44,2.4,1.3,0.9,1.5,0.7,1.7,1.4,0.5778,72.92,60.0
неспрягаемый,1.43,1.2,1.6,3.0,1.2,0.7,1.1,2.4,0.5189,85.47,68.0
диалектография,1.42,1.2,5.1,2.5,1.3,1.1,0.4,0.0,0.5419,86.78,63.0
асиндетон,1.41,0.0,6.4,1.2,1.7,0.9,0.6,0.0,0.6175,73.76,53.0
призвук,1.4,1.2,2.9,1.3,0.7,0.7,1.2,7.5,0.633,81.6,48.0
трехъязычный,1.4,1.2,3.1,1.0,0.8,0.6,1.6,3.3,0.5726,83.13,61.0
лингвогеография,1.38,0.0,0.2,1.0,1.1,1.3,1.0,2.4,0.5349,87.38,63.0
строчной,1.38,1.2,2.3,1.6,0.7,0.7,1.4,1.4,0.521,86.53,65.0
сельджукский,1.37,0.0,16.7,3.7,0.3,0.1,0.1,0.0,0.8096,67.81,24.0
синкопа,1.37,1.2,1.0,1.2,2.0,1.0,1.0,0.9,0.5642,85.28,61.0
канцеляризм,1.36,21.5,1.3,2.8,1.0,0.9,0.5,0.9,0.5398,85.39,62.0
глайд,1.33,0.0,0.5,0.4,0.3,0.9,1.7,0.5,0.7011,77.21,40.0
цахурский,1.32,0.0,0.5,0.1,2.1,1.2,0.9,1.4,0.6406,82.07,48.0
древнеперсидский,1.31,1.2,1.3,0.6,1.0,0.6,1.4,7.1,0.5497,83.08,59.0
прагерманский,1.31,2.4,0.2,0.0,0.5,0.3,2.5,0.5,0.7183,60.34,36.0
орографический,1.28,3.6,1.1,1.9,3.0,0.9,0.4,1.9,0.6604,78.48,44.0
энтимем,1.28,0.0,0.0,0.0,1.0,1.5,0.8,0.0,0.7068,73.94,37.0
дифтонгоид,1.26,0.0,3.3,1.0,0.2,0.7,1.3,2.4,0.6343,81.48,47.0
аспирация,1.24,1.2,4.2,1.2,0.3,0.7,1.2,0.0,0.6512,77.33,45.0
староукраинский,1.23,0.0,0.8,6.6,1.3,0.4,0.5,0.5,0.6582,75.49,44.0
употребимый,1.23,0.0,0.0,0.5,1.1,1.2,0.8,3.3,0.4387,88.94,74.0
вымирание,1.19,1.2,1.0,0.3,1.6,0.9,1.0,2.8,0.4946,86.72,66.0
гротескный,1.19,3.6,1.3,0.9,0.4,1.1,0.8,0.0,0.5075,86.92,64.0
лингвофольклористика,1.19,0.0,0.0,0.0,0.9,0.8,1.5,0.5,0.6509,80.27,45.0
микротопонимический,1.19,0.0,0.0,0.1,1.3,1.1,1.0,0.9,0.6858,72.61,40.0
нормандский,1.18,0.0,0.2,0.1,0.4,1.0,1.3,0.9,0.6837,71.38,40.0
языкотворческий,1.16,0.0,0.0,0.2,1.2,1.3,0.7,0.0,0.5112,87.01,63.0
антифразис,1.15,1.2,1.1,0.7,0.2,1.1,0.9,0.0,0.6072,83.41,50.0
генитивный,1.15,0.0,0.0,0.3,0.4,0.7,1.5,1.9,0.7415,69.84,33.0
горловой,1.15,1.2,0.5,5.0,0.4,0.2,1.1,1.4,0.8212,52.16,22.0
клишированность,1.15,0.0,0.0,0.1,1.0,0.9,1.1,1.4,0.4484,88.78,72.0
стихотворство,1.15,3.6,3.8,1.2,1.1,0.9,0.6,0.0,0.6565,80.48,44.0
ямбический,1.14,2.4,1.1,0.7,1.3,1.2,0.5,0.5,0.6165,79.09,47.0
галисийский,1.12,0.0,0.0,0.2,1.7,0.5,1.2,6.1,0.7421,71.18,31.0
релятивизм,1.12,0.0,0.0,0.1,0.6,0.7,1.4,2.4,0.5429,81.39,56.0
тембровый,1.12,2.4,0.2,0.5,2.2,0.9,0.8,0.0,0.4733,83.61,65.0
вульгаризация,1.11,7.2,0.5,0.5,0.6,0.9,0.9,1.4,0.4865,86.74,63.0
дифтонгический,1.1,0.0,1.8,2.0,0.4,0.5,1.1,0.9,0.6394,77.5,44.0
дефектология,01.09,0.0,0.2,0.2,0.4,1.1,0.9,0.9,0.5989,80.74,49.0
дифтонгизация,01.09,0.0,3.3,0.7,0.9,0.7,0.9,0.5,0.5982,84.11,49.0
патетика,01.09,9.6,4.7,1.6,0.9,0.6,0.4,0.0,0.551,85.09,55.0
эмпиризм,01.09,0.0,0.2,0.5,0.9,1.0,0.7,2.8,0.4638,86.49,66.0
эпистемический,01.09,0.0,0.0,0.0,1.5,0.6,1.4,0.9,0.5981,83.99,49.0
логопедический,01.07,13.2,0.2,0.0,0.2,0.8,1.2,0.0,0.6215,80.69,46.0
звукобуквенный,01.04,0.0,0.0,0.0,0.0,1.5,0.5,0.5,0.7015,56.38,36.0
имперфективация,01.04,0.0,0.0,0.1,0.3,0.3,1.8,3.3,0.7735,65.92,27.0
лексикографирование,01.03,0.0,0.7,0.0,0.8,0.9,0.9,0.5,0.478,87.53,64.0
лингвопоэтика,1,0.0,0.0,0.2,0.7,0.9,1.0,0.5,0.6055,82.17,48.0
глоттохронология,0.98,0.0,0.5,0.3,0.9,0.6,1.1,1.9,0.6505,81.08,43.0
сегментирование,0.98,0.0,0.0,1.0,1.4,0.9,0.6,0.0,0.5705,82.59,53.0
тезаурусный,0.98,0.0,0.0,0.1,0.5,0.9,0.8,4.2,0.5415,84.74,56.0
южноафриканский,0.98,0.0,0.0,0.0,0.6,1.2,0.5,0.9,0.7735,53.87,27.0
праформа,0.97,1.2,1.5,1.1,1.5,0.3,1.1,0.0,0.5575,85.37,54.0
эфиопский,0.97,1.2,0.5,0.4,1.9,0.7,0.7,0.0,0.7015,65.21,36.0
голофрастический,0.95,0.0,0.0,3.9,0.1,0.8,0.3,0.5,0.8535,50.99,17.0
неэтимологический,0.95,0.0,0.2,0.1,0.7,0.3,1.5,2.8,0.7495,71.27,30.0
флективность,0.95,0.0,0.2,0.1,0.9,1.0,0.7,0.0,0.5575,82.44,54.0
смычка,0.94,0.0,1.6,1.3,0.4,0.7,0.7,1.4,0.5655,85.35,53.0
межслоговой,0.92,0.0,0.8,0.5,0.6,1.1,0.4,0.9,0.6695,72.09,40.0
эксплозивный,0.92,0.0,5.1,3.0,0.6,0.5,0.0,0.0,0.8215,64.15,21.0
валентностный,0.91,0.0,0.2,0.4,0.3,0.8,0.9,0.0,0.5495,85.93,55.0
гэльский,0.91,0.0,0.0,0.0,0.6,0.4,1.3,0.9,0.7975,54.45,24.0
палатальность,0.91,0.0,0.8,1.6,0.4,0.5,0.9,0.5,0.6265,78.14,46.0
этнопсихолингвистика,0.91,0.0,0.0,0.1,0.2,0.8,0.9,2.4,0.5655,83.47,53.0
агглютинирующий,0.9,0.0,1.8,2.5,0.5,0.7,0.3,1.4,0.6295,83.02,45.0
аудитивный,0.89,0.0,0.0,0.8,0.9,0.7,0.8,0.0,0.5785,86.14,52.0
аффрикатизации,0.89,0.0,1.3,2.1,0.9,0.3,0.8,0.5,0.7655,65.14,28.0
гавайский,0.89,0.0,0.3,2.7,0.2,0.9,0.3,0.0,0.8265,49.68,21.0
заикание,0.88,4.8,2.3,0.3,0.3,0.4,0.7,5.6,0.6745,77.46,40.0
имплозивный,0.87,0.0,4.7,0.7,0.3,0.7,0.4,0.0,0.7495,73.49,30.0
гидронимика,0.86,0.0,0.7,1.1,1.6,0.7,0.4,0.5,0.6055,82.1,48.0
негация,0.86,0.0,0.0,0.2,0.3,0.4,1.4,0.0,0.6375,81.19,44.0
апикальный,0.85,0.0,0.8,1.2,0.3,0.7,0.7,0.0,0.6695,81.63,40.0
аруза,0.85,0.0,7.5,3.6,0.2,0.0,0.2,0.0,0.8295,65.77,20.0
ассимиляционный,0.85,0.0,0.3,0.0,0.3,0.9,0.7,1.4,0.6215,83.05,46.0
бихевиоризм,0.85,0.0,0.0,0.0,1.1,0.5,0.9,2.8,0.6295,80.41,45.0
дактиль,0.85,3.6,0.0,0.7,0.8,0.8,0.6,0.0,0.7335,77.52,32.0
ареалогия,0.84,0.0,0.2,4.6,0.2,0.6,0.1,0.0,0.7815,63.57,26.0
сверхкраткий,0.84,2.4,1.5,0.5,0.3,0.4,1.0,1.4,0.6455,73.68,43.0
ассертивный,0.82,0.0,0.0,0.2,0.4,0.5,1.0,1.4,0.6745,77.59,40.0
омофония,0.81,1.2,0.5,0.5,0.7,0.8,0.5,1.4,0.6775,80.01,39.0
стохастический,0.8,0.0,0.5,0.2,0.3,0.7,0.7,0.0,0.6695,77.24,40.0
общеразговорный,0.79,1.2,1.6,0.7,0.7,0.8,0.3,0.0,0.6025,83.32,49.0
означающее,0.79,0.0,1.0,0.6,0.7,0.6,0.5,4.2,0.5255,85.98,58.0
франкский,0.79,0.0,1.6,1.8,1.1,0.4,0.5,0.5,0.6345,80.85,45.0
инверсированный,0.78,20.3,1.1,0.6,0.6,0.7,0.2,0.5,0.6695,75.19,40.0
пиктограмма,0.78,0.0,0.3,0.0,0.3,0.9,0.5,0.5,0.6855,76.6,38.0
лингвопрагматика,0.75,0.0,0.0,0.0,0.3,0.5,1.0,0.9,0.6135,84.9,47.0
аккузативный,0.74,0.0,0.0,0.2,0.2,0.8,0.6,1.9,0.7415,66.64,31.0
архетипический,0.74,0.0,0.0,0.0,0.4,0.6,0.9,0.0,0.7015,74.16,36.0
гаплология,0.74,1.2,1.5,1.2,1.0,0.4,0.4,0.5,0.6695,83.01,40.0
негласный,0.74,1.2,0.0,0.4,0.6,0.5,0.8,0.9,0.5095,87.65,60.0
древнепрусский,0.73,2.4,1.5,0.9,1.7,0.4,0.3,0.0,0.6585,80.44,42.0
позднеантичный,0.73,0.0,0.0,0.2,0.3,0.7,0.7,0.0,0.7575,67.64,29.0
ацтекский,0.71,0.0,0.0,0.0,0.2,0.6,0.8,0.9,0.7495,77.79,30.0
этимологизирования,0.71,0.0,1.5,0.5,0.3,0.7,0.4,0.0,0.6375,83.64,44.0
дорсальный,0.69,0.0,1.0,0.6,0.3,0.5,0.6,0.0,0.7815,75.22,26.0
телеология,0.69,0.0,0.0,0.0,1.9,0.6,0.4,0.0,0.6775,76.89,39.0
лексикостатистика,0.68,0.0,0.3,0.1,0.4,0.2,1.0,1.9,0.7095,74.4,35.0
новороссийский,0.68,2.4,1.8,1.1,0.6,0.4,0.4,0.9,0.6665,83.73,41.0
топикализация,0.68,0.0,0.0,0.0,0.6,0.5,0.7,0.5,0.6775,80.08,39.0
йотация,0.66,1.2,0.3,0.2,0.8,0.5,0.6,0.0,0.7495,73.51,30.0
гистограмма,0.65,0.0,0.3,0.0,0.1,0.7,0.5,0.5,0.7175,76.18,34.0
изоморфность,0.65,0.0,0.0,0.3,0.9,0.7,0.3,0.0,0.5975,86.08,49.0
обрусение,0.64,1.2,0.7,0.5,0.8,0.2,0.8,1.4,0.6935,78.86,37.0
агглютинативность,0.63,0.0,0.2,0.5,0.8,0.6,0.4,0.5,0.6615,82.65,41.0
трилингвизм,0.63,0.0,0.0,0.3,0.2,0.4,0.8,1.4,0.8055,58.19,23.0
прозаизм,0.62,3.6,1.8,0.5,1.2,0.3,0.4,0.0,0.7495,78.67,30.0
лингвостатистический,0.61,0.0,0.0,0.1,0.4,0.5,0.6,0.0,0.5975,86.73,49.0
терминоним,0.61,0.0,0.0,0.0,0.0,0.8,0.3,0.0,0.8775,50.73,14.0
эргонимия,0.57,0.0,0.0,0.0,0.0,0.2,1.0,0.5,0.7575,78.15,29.0
анимистический,0.56,0.0,0.3,0.4,1.5,0.4,0.3,0.0,0.7015,81.68,36.0
лиричность,0.56,6.0,1.8,0.7,0.5,0.4,0.2,0.0,0.6535,84.89,42.0
нереферентный,0.56,0.0,0.0,0.3,0.1,0.4,0.7,0.9,0.7495,79.44,30.0
речепроизводство,0.56,0.0,0.0,0.0,0.1,0.4,0.7,0.5,0.6615,83.75,41.0
адыгский,0.53,0.0,0.0,0.5,1.6,0.3,0.3,1.4,0.7335,80.52,32.0
прескриптивный,0.52,0.0,0.0,0.0,0.6,0.3,0.6,0.9,0.6775,84.32,39.0
притяжательность,0.52,0.0,0.0,0.4,0.9,0.4,0.4,0.9,0.7545,78.24,30.0
аферезис,0.51,0.0,0.2,0.9,0.6,0.6,0.1,0.5,0.7335,74.69,32.0
симплока,0.51,0.0,0.0,0.0,0.3,0.7,0.2,0.0,0.8455,54.03,18.0
табуирование,0.49,0.0,0.2,0.5,0.4,0.5,0.2,1.9,0.6775,84.19,39.0
фарерский,0.49,0.0,0.0,0.0,0.2,0.5,0.4,0.0,0.8215,71.02,21.0
метонимизация,0.48,0.0,0.0,0.3,0.2,0.3,0.6,0.5,0.7015,82.75,36.0
дискурсология,0.47,0.0,0.0,0.0,0.0,0.2,0.8,1.4,0.8055,72.9,23.0
анаколуф,0.46,0.0,0.2,0.2,0.3,0.4,0.3,0.5,0.7465,76.17,31.0
веляризация,0.46,0.0,1.3,0.4,0.2,0.2,0.5,0.0,0.7865,76.46,26.0
праиндоевропейский,0.46,0.0,0.0,0.1,0.3,0.2,0.7,0.0,0.7815,75.45,26.0
этноэйдемы,0.46,0.0,0.0,0.0,0.2,0.6,0.3,0.0,0.6935,84.41,37.0
полупредикативность,0.44,0.0,0.5,0.6,0.2,0.2,0.5,0.0,0.8135,58.62,22.0
хороним,0.42,0.0,0.0,0.0,0.3,0.2,0.6,3.3,0.7975,74.61,24.0
лингвокреативный,0.4,0.0,0.0,0.0,0.0,0.3,0.5,0.9,0.7655,80.77,28.0
амфиболия,0.39,0.0,0.0,0.0,0.1,0.2,0.5,1.9,0.8215,74.28,21.0
апофония,0.39,1.2,0.2,0.0,1.0,0.3,0.3,0.0,0.7895,73.92,25.0
спирантизация,0.39,0.0,1.0,0.6,0.8,0.2,0.2,0.0,0.8055,76.01,23.0
глоттогонический,0.35,0.0,1.0,0.0,0.4,0.3,0.2,0.0,0.7815,79.61,26.0
годонимы,0.35,0.0,0.0,0.0,0.0,0.0,0.5,6.1,0.8695,62.43,15.0
трансонимизация,0.35,0.0,0.0,0.1,0.3,0.2,0.4,1.4,0.7655,80.2,28.0
интуитивность,0.34,0.0,0.0,0.2,0.3,0.4,0.2,0.5,0.7415,82.43,31.0
межтекстовый,0.33,0.0,0.0,0.0,0.1,0.4,0.3,0.0,0.8855,56.72,13.0
аудиальный,0.32,0.0,0.0,0.0,0.0,0.1,0.6,0.5,0.8295,74.56,20.0
идиоматизация,0.32,0.0,0.0,0.1,0.3,0.3,0.2,1.4,0.7975,79.15,24.0
контактология,0.32,0.0,0.0,0.1,0.0,0.2,0.5,0.5,0.7975,79.0,24.0
лингвосемиотика,0.31,0.0,0.0,0.1,0.0,0.1,0.6,0.5,0.8375,70.29,19.0
паремический,0.31,0.0,0.0,0.0,0.1,0.2,0.4,0.0,0.9015,60.02,11.0
речепорождение,0.31,0.0,0.0,0.1,0.0,0.2,0.4,0.0,0.8455,71.63,18.0
гиперонимия,0.28,0.0,0.0,0.1,0.6,0.2,0.2,0.0,0.7975,78.89,24.0
кореферентный,0.27,0.0,0.0,0.2,0.2,0.1,0.4,1.9,0.8375,74.57,19.0
грамматизация,0.26,0.0,0.0,0.4,0.6,0.2,0.1,0.5,0.8535,72.29,17.0
изолирующий,0.26,0.0,0.0,0.1,1.0,0.2,0.1,0.0,0.8855,58.88,13.0
онтолингвистика,0.26,0.0,0.0,0.0,0.0,0.2,0.4,0.0,0.8375,72.67,19.0
терминосочетание,0.26,1.2,0.0,0.2,0.5,0.2,0.1,0.0,0.8775,69.2,14.0
артикуляторный,0.24,0.0,0.0,0.3,0.2,0.2,0.1,1.4,0.8375,75.25,19.0
гипонимический,0.24,0.0,0.0,0.1,0.3,0.2,0.2,0.0,0.8535,74.23,17.0
трансфикс,0.24,0.0,0.0,0.0,0.2,0.2,0.3,0.0,0.8455,73.25,18.0
полупредикативный,0.23,0.0,0.2,0.6,0.2,0.2,0.1,0.0,0.8375,73.42,19.0
нахский,0.21,0.0,0.0,0.0,0.3,0.1,0.3,0.0,0.8775,68.88,14.0
раннебалканский,0.21,0.0,0.0,0.3,0.3,0.1,0.2,0.0,0.8295,78.13,20.0
нефинитный,0.19,0.0,0.0,0.0,0.3,0.1,0.1,1.9,0.8935,66.44,12.0
богемистика,0.18,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.9015,63.77,11.0
таксисный,0.18,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.8535,74.97,17.0
внутригенетическая,0.16,0.0,0.0,0.0,0.0,0.0,0.4,0.0,0.9095,63.36,10.0
убыхский,0.15,0.0,0.0,0.1,0.2,0.1,0.1,0.0,0.8855,68.76,13.0
фразеосемантический,0.15,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.9095,65.23,10.0
эпитетных,0.15,0.0,0.0,0.0,0.3,0.2,0.1,0.0,0.9255,52.51,8.0
лингвосинергетический,0.14,0.0,0.0,0.0,0.0,0.1,0.2,0.0,0.8775,71.99,14.0
рефлексивизация,0.14,0.0,0.0,0.0,0.7,0.0,0.1,0.0,0.9175,62.39,9.0
катафорический,0.13,0.0,0.0,0.1,0.1,0.1,0.1,0.0,0.9095,63.85,10.0
эрратический,0.11,0.0,0.0,0.0,0.0,0.0,0.2,0.9,0.9015,69.47,11.0
элокутивный,0.09,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.9335,58.37,7.0
инкультурация,0.08,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9335,57.75,7.0
послеложный,0.08,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.9335,60.81,7.0
дисграфия,0.07,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9575,34.21,4.0
речевосприятие,0.07,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.9335,61.36,7.0
речеповеденческий,0.07,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9415,53.92,6.0
эквиполентный,0.07,0.0,0.0,0.3,0.0,0.0,0.1,0.0,0.9625,47.53,4.0
брайль,0.06,0.0,0.0,0.2,0.0,0.0,0.0,1.4,0.9495,49.08,5.0
анамальность,0.05,0.0,0.0,0.0,0.1,0.0,0.1,0.0,0.9495,53.54,5.0
инвариативность,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9415,60.02,6.0
интерферентный,0.05,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.9655,29.58,3.0
несловарный,0.05,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9495,53.54,5.0
полилексемный,0.05,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.9735,15.15,2.0
речеобразование,0.04,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9575,47.65,4.0
глоттохронологический,0.03,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.9575,50.62,4.0
нефлективность,0.03,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.9655,39.18,3.0
экзоглоссный,0.03,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.9815,0.0,1.0
абсолютус,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9815,0.0,1.0
бифонемный,0.02,0.0,0.0,0.1,0.0,0.0,0.0,0.5,0.9735,29.58,2.0
многоморфемный,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9815,0.0,1.0
одноморфемный,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9815,0.0,1.0
сапиентема,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.9735,29.58,2.0
семашический,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9735,29.58,2.0
синомия,0.02,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.9735,29.58,2.0
оронимический,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9815,0.0,1.0
прономинативный,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9815,0.0,1.0
экспресивный,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9815,0.0,1.0
